A_re,2.268217092172,2.465810998330,2.482026485135,2.336881581451,2.050079595638,1.644565925930,1.147190375529,0.588178280511
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-2.268217092172,-2.465810998330,-2.482026485135,-2.336881581451,-2.050079595638,-1.644565925930,-1.147190375529,-0.588178280511
M,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.864631978855
