A_re,1.455380190378,1.666457630393,1.807150806966,1.886731666774,1.910432771576,1.882141955517,1.805468364947,1.684216592367,1.522600163161,1.325322237509,1.097580285507,0.845023090036,0.573675926780,0.289843845515
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.455380190378,-1.666457630393,-1.807150806966,-1.886731666774,-1.910432771576,-1.882141955517,-1.805468364947,-1.684216592367,-1.522600163161,-1.325322237509,-1.097580285507,-0.845023090036,-0.573675926780,-0.289843845515
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.946215160779
