A_re,0.790322422979,0.926369561486,1.037244000600,1.128657581596,1.203624521000,1.263929261018,1.310723507246,1.344810513182,1.366795767883,1.377173287616,1.376377928165,1.364818440298,1.342898951169,1.311033131728,1.269653534479,1.219217614068,1.160211386979,1.093151355951,1.018585121746,0.937090976687,0.849276691508,0.755777652310,0.657254467577,0.554390140051,0.447886880780,0.338462630378,0.226847343745,0.113779088170
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.790322422979,-0.926369561486,-1.037244000600,-1.128657581596,-1.203624521000,-1.263929261018,-1.310723507246,-1.344810513182,-1.366795767883,-1.377173287616,-1.376377928165,-1.364818440298,-1.342898951169,-1.311033131728,-1.269653534479,-1.219217614068,-1.160211386979,-1.093151355951,-1.018585121746,-0.937090976687,-0.849276691508,-0.755777652310,-0.657254467577,-0.554390140051,-0.447886880780,-0.338462630378,-0.226847343745,-0.113779088170
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.984400361120
