A_re,0.357544685448,0.422246507031,0.477565226745,0.526288396060,0.569948238166,0.609486818981,0.645527661166,0.678505644725,0.708736236770,0.736455438249,0.761844284910,0.785044621502,0.806169666765,0.825311325672,0.842545392587,0.857935342463,0.871535150336,0.883391425863,0.893545054682,0.902032477959,0.908886701957,0.914138103066,0.917815075699,0.919944557921,0.920552460824,0.919664021266,0.917304093007,0.913497387798,0.908268675478,0.901642950188,0.893645568341,0.884302362877,0.873639737438,0.861684743440,0.848465142445,0.834009455850,0.818347003529,0.801507932830,0.783523239061,0.764424778464,0.744245274509,0.723018318203,0.700778363046,0.677560715157,0.653401519025,0.628337739305,0.602407139005,0.575648254383,0.548100366849,0.519803472109,0.490798246797,0.461126012803,0.430828699485,0.399948803950,0.368529349565,0.336613842857,0.304246228944,0.271470845635,0.238332376331,0.204875801849,0.171146351285,0.137189452037,0.103050679093,0.068775703685,0.034410241423
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.357544685448,-0.422246507031,-0.477565226745,-0.526288396060,-0.569948238166,-0.609486818981,-0.645527661166,-0.678505644725,-0.708736236770,-0.736455438249,-0.761844284910,-0.785044621502,-0.806169666765,-0.825311325672,-0.842545392587,-0.857935342463,-0.871535150336,-0.883391425863,-0.893545054682,-0.902032477959,-0.908886701957,-0.914138103066,-0.917815075699,-0.919944557921,-0.920552460824,-0.919664021266,-0.917304093007,-0.913497387798,-0.908268675478,-0.901642950188,-0.893645568341,-0.884302362877,-0.873639737438,-0.861684743440,-0.848465142445,-0.834009455850,-0.818347003529,-0.801507932830,-0.783523239061,-0.764424778464,-0.744245274509,-0.723018318203,-0.700778363046,-0.677560715157,-0.653401519025,-0.628337739305,-0.602407139005,-0.575648254383,-0.548100366849,-0.519803472109,-0.490798246797,-0.461126012803,-0.430828699485,-0.399948803950,-0.368529349565,-0.336613842857,-0.304246228944,-0.271470845635,-0.238332376331,-0.204875801849,-0.171146351285,-0.137189452037,-0.103050679093,-0.068775703685,-0.034410241423
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.996824390002
