A_re,0.660713020650,0.776662655369,0.872966239238,0.954530453506,1.023977691894,1.082873663522,1.132227375956,1.172729593304,1.204879534952,1.229057721159,1.245570445166,1.254678218260,1.256614637115,1.251599252065,1.239846523397,1.221572134989,1.196997465493,1.166352737558,1.129879193292,1.087830534760,1.040473797268,0.988089775834,0.930973093176,0.869431975426,0.803787786212,0.734374358771,0.661537157786,0.585632296887,0.507025433490,0.426090559538,0.343208704290,0.258766563579,0.173155068533,0.086767905747
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.660713020650,-0.776662655369,-0.872966239238,-0.954530453506,-1.023977691894,-1.082873663522,-1.132227375956,-1.172729593304,-1.204879534952,-1.229057721159,-1.245570445166,-1.254678218260,-1.256614637115,-1.251599252065,-1.239846523397,-1.221572134989,-1.196997465493,-1.166352737558,-1.129879193292,-1.087830534760,-1.040473797268,-0.988089775834,-0.930973093176,-0.869431975426,-0.803787786212,-0.734374358771,-0.661537157786,-0.585632296887,-0.507025433490,-0.426090559538,-0.343208704290,-0.258766563579,-0.173155068533,-0.086767905747
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.989119650939
