A_re,0.698925783172,0.820935495366,0.921753678192,1.006530949896,1.078009428429,1.137821163120,1.187016767498,1.226317434208,1.256248761756,1.277217632148,1.289559077322,1.293566183180,1.289509845242,1.277652155836,1.258255626890,1.231589588782,1.197934610514,1.157585491522,1.110853193764,1.058065967650,0.999569850600,0.935728667344,0.866923627514,0.793552592884,0.716029070470,0.634780976224,0.550249205857,0.462886043338,0.373153433266,0.281521140069,0.188464814535,0.094463986369
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.698925783172,-0.820935495366,-0.921753678192,-1.006530949896,-1.078009428429,-1.137821163120,-1.187016767498,-1.226317434208,-1.256248761756,-1.277217632148,-1.289559077322,-1.293566183180,-1.289509845242,-1.277652155836,-1.258255626890,-1.231589588782,-1.197934610514,-1.157585491522,-1.110853193764,-1.058065967650,-0.999569850600,-0.935728667344,-0.866923627514,-0.793552592884,-0.716029070470,-0.634780976224,-0.550249205857,-0.462886043338,-0.373153433266,-0.281521140069,-0.188464814535,-0.094463986369
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.987817837675
