A_re,1.773975926547,1.997165487426,2.114975493059,2.139035081556,2.077316860744,1.937362841071,1.727468885457,1.457103282315,1.136969465954,0.778875218845,0.395485184173
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.773975926547,-1.997165487426,-2.114975493059,-2.139035081556,-2.077316860744,-1.937362841071,-1.727468885457,-1.457103282315,-1.136969465954,-0.778875218845,-0.395485184173
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.919143005115
