A_re,1.913233894907,2.135256676844,2.233295364662,2.220538053547,2.107054951407,1.903209404319,1.620821753525,1.273471455734,0.876386931969,0.446106181827
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.913233894907,-2.135256676844,-2.233295364662,-2.220538053547,-2.107054951407,-1.903209404319,-1.620821753525,-1.273471455734,-0.876386931969,-0.446106181827
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.905384778251
