A_re,-2.498920669732,-2.661272754885,-2.596904050268,-2.333832434861,-1.902966421398,-1.341255817991,-0.691387370306
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,2.498920669732,2.661272754885,2.596904050268,2.333832434861,1.902966421398,1.341255817991,0.691387370306
M,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.833438304670
