A_re,0.610627869367,0.718478746109,0.808611528482,0.885604878959,0.951918414917,1.009027469645,1.057885481290,1.099144635181,1.133273170155,1.160622883162,1.181470397108,1.196043615306,1.204539332219,1.207135314374,1.203998784815,1.195292487189,1.181179070872,1.161824279217,1.137399263064,1.108082240049,1.074059654133,1.035526945651,0.992689012250,0.945760420357,0.894965412235,0.840537743313,0.782720376971,0.721765058474,0.657931785702,0.591488191334,0.522708848839,0.451874512931,0.379271303847,0.305189843741,0.229924352777,0.153771711805,0.077030498071
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000
B_im,-0.610627869367,-0.718478746109,-0.808611528482,-0.885604878959,-0.951918414917,-1.009027469645,-1.057885481290,-1.099144635181,-1.133273170155,-1.160622883162,-1.181470397109,-1.196043615306,-1.204539332219,-1.207135314374,-1.203998784815,-1.195292487189,-1.181179070872,-1.161824279217,-1.137399263064,-1.108082240049,-1.074059654133,-1.035526945651,-0.992689012250,-0.945760420357,-0.894965412235,-0.840537743313,-0.782720376971,-0.721765058474,-0.657931785702,-0.591488191334,-0.522708848839,-0.451874512931,-0.379271303847,-0.305189843741,-0.229924352777,-0.153771711805,-0.077030498071
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.990713110414
