A_re,0.765306494159,0.897578783808,1.005809831524,1.095560956059,1.169773742314,1.230191516525,1.277937678709,1.313791180082,1.338332628127,1.352028042301,1.355279726108,1.348458520734,1.331924885607,1.306042934544,1.271189834850,1.227762034261,1.176179240938,1.116886760647,1.050356597976,0.977087603716,0.897604869754,0.812458519393,0.722222004996,0.627490000186,0.528875956662,0.427009383645,0.322532899273,0.216099097103,0.108367266211
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.765306494159,-0.897578783808,-1.005809831524,-1.095560956059,-1.169773742314,-1.230191516525,-1.277937678709,-1.313791180082,-1.338332628127,-1.352028042301,-1.355279726108,-1.348458520734,-1.331924885607,-1.306042934544,-1.271189834850,-1.227762034261,-1.176179240938,-1.116886760647,-1.050356597976,-0.977087603716,-0.897604869754,-0.812458519393,-0.722222004996,-0.627490000186,-0.528875956662,-0.427009383645,-0.322532899273,-0.216099097103,-0.108367266211
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.985378480995
