A_re,0.328373375566,0.387912319731,0.438908261360,0.483929801840,0.524391755905,0.561166125013,0.594831630459,0.625793080110,0.654344999301,0.680708356065,0.705053092067,0.727512632326,0.748193606067,0.767182576729,0.784550832470,0.800357878049,0.814654032980,0.827482399671,0.838880378013,0.848880847276,0.857513099867,0.864803587169,0.870776521142,0.875454363789,0.878858228448,0.881008211008,0.881923664870,0.881623430347,0.880126026813,0.877449814170,0.873613128827,0.868634398362,0.862532238212,0.855325533130,0.847033505620,0.837675773192,0.827272395946,0.815843915751,0.803411388072,0.789996407333,0.775621126565,0.760308271993,0.744081153084,0.726963668554,0.708980308715,0.690156154533,0.670516873698,0.650088713973,0.628898494066,0.606973592235,0.584341932811,0.561031970817,0.537072674819,0.512493508172,0.487324408758,0.461595767357,0.435338404741,0.408583547598,0.381362803370,0.353708134102,0.325651829371,0.297226478379,0.268464941281,0.239400319810,0.210065927278,0.180495258004,0.150721956234,0.120779784612,0.090702592266,0.060524282544,0.030278780476
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.328373375566,-0.387912319731,-0.438908261360,-0.483929801840,-0.524391755905,-0.561166125013,-0.594831630459,-0.625793080110,-0.654344999301,-0.680708356065,-0.705053092067,-0.727512632326,-0.748193606067,-0.767182576729,-0.784550832470,-0.800357878049,-0.814654032980,-0.827482399671,-0.838880378013,-0.848880847276,-0.857513099867,-0.864803587169,-0.870776521142,-0.875454363789,-0.878858228448,-0.881008211008,-0.881923664870,-0.881623430347,-0.880126026813,-0.877449814170,-0.873613128827,-0.868634398362,-0.862532238212,-0.855325533130,-0.847033505620,-0.837675773192,-0.827272395946,-0.815843915751,-0.803411388072,-0.789996407333,-0.775621126565,-0.760308271993,-0.744081153084,-0.726963668554,-0.708980308715,-0.690156154533,-0.670516873698,-0.650088713973,-0.628898494066,-0.606973592235,-0.584341932811,-0.561031970817,-0.537072674819,-0.512493508172,-0.487324408758,-0.461595767357,-0.435338404741,-0.408583547598,-0.381362803370,-0.353708134102,-0.325651829371,-0.297226478379,-0.268464941281,-0.239400319810,-0.210065927278,-0.180495258004,-0.150721956234,-0.120779784612,-0.090702592266,-0.060524282544,-0.030278780476
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.997322011452
