A_re,0.427098284525,0.503974764096,0.569378553239,0.626609870357,0.677472733441,0.723069290208,0.764124003528,0.801138606750,0.834474636802,0.864401027414,0.891123280929,0.914802236505,0.935566630567,0.953521782099,0.968755765726,0.981343902890,0.991352095228,0.998839341308,1.003859664761,1.006463609919,1.006699414033,1.004613933747,1.000253382086,0.993663917316,0.984892114512,0.973985343124,0.960992068356,0.945962090109,0.928946730227,0.909998976541,0.889173590436,0.866527183386,0.842118266839,0.816007279063,0.788256591912,0.758930499990,0.728095194287,0.695818722045,0.662170934370,0.627223422867,0.591049446451,0.553723849318,0.515322970960,0.475924549016,0.435607615668,0.394452388244,0.352540154616,0.309953153950,0.266774453334,0.223087820754,0.178977594899,0.134528552207,0.089825771602,0.044954497284
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.427098284525,-0.503974764096,-0.569378553239,-0.626609870357,-0.677472733441,-0.723069290208,-0.764124003528,-0.801138606750,-0.834474636802,-0.864401027414,-0.891123280929,-0.914802236505,-0.935566630567,-0.953521782099,-0.968755765726,-0.981343902890,-0.991352095228,-0.998839341308,-1.003859664761,-1.006463609919,-1.006699414033,-1.004613933747,-1.000253382086,-0.993663917316,-0.984892114512,-0.973985343124,-0.960992068356,-0.945962090109,-0.928946730227,-0.909998976541,-0.889173590436,-0.866527183386,-0.842118266839,-0.816007279063,-0.788256591912,-0.758930499990,-0.728095194287,-0.695818722045,-0.662170934370,-0.627223422867,-0.591049446451,-0.553723849318,-0.515322970960,-0.475924549016,-0.435607615668,-0.394452388244,-0.352540154616,-0.309953153950,-0.266774453334,-0.223087820754,-0.178977594899,-0.134528552207,-0.089825771602,-0.044954497284
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.995466038240
