A_re,0.507928317344,0.598674697974,0.675342429713,0.741808959450,0.800178466194,0.851726181954,0.897283534711,0.937422109740,0.972551558974,1.002976016113,1.028928644845,1.050593842088,1.068122076378,1.081640128351,1.091258348962,1.097075919075,1.099184730866,1.097672294647,1.092623940727,1.084124500796,1.072259597706,1.057116635411,1.038785555552,1.017359409642,0.992934783381,0.965612100809,0.935495829549,0.902694603658,0.867321277104,0.829492918234,0.789330753617,0.746960068080,0.702510066636,0.656113703024,0.607907478925,0.558031217306,0.506627812955,0.453842962852,0.399824878815,0.344723984550,0.288692599131,0.231884608725,0.174455128280,0.116560154807,0.058356213761
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.507928317344,-0.598674697974,-0.675342429713,-0.741808959450,-0.800178466194,-0.851726181954,-0.897283534711,-0.937422109740,-0.972551558974,-1.002976016113,-1.028928644845,-1.050593842088,-1.068122076378,-1.081640128351,-1.091258348962,-1.097075919075,-1.099184730867,-1.097672294647,-1.092623940727,-1.084124500796,-1.072259597706,-1.057116635411,-1.038785555552,-1.017359409642,-0.992934783381,-0.965612100809,-0.935495829549,-0.902694603658,-0.867321277104,-0.829492918234,-0.789330753617,-0.746960068080,-0.702510066636,-0.656113703024,-0.607907478925,-0.558031217306,-0.506627812955,-0.453842962852,-0.399824878815,-0.344723984550,-0.288692599131,-0.231884608725,-0.174455128280,-0.116560154807,-0.058356213761
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.993582266480
