A_re,0.299832261791,0.354291157091,0.401010599264,0.442342930838,0.479586297789,0.513542580570,0.544745305684,0.573568691901,0.600285792521,0.625102060667,0.648175946642,0.669632165817,0.689570589830,0.708072403900,0.725204490956,0.741022628338,0.755573867185,0.768898335643,0.781030627257,0.792000885104,0.801835659020,0.810558591045,0.818190969047,0.824752177937,0.830260070407,0.834731273770,0.838181445575,0.840625487778,0.842077727101,0.842552067595,0.842062120168,0.840621312897,0.838242985202,0.834940468375,0.830727154504,0.825616555465,0.819622353379,0.812758443672,0.805038971704,0.796478363788,0.787091353265,0.776893002226,0.765898719371,0.754124274427,0.741585809487,0.728299847595,0.714283298826,0.699553464132,0.684128037120,0.668025103989,0.651263141748,0.633861014884,0.615837970594,0.597213632698,0.578007994336,0.558241409540,0.537934583764,0.517108563449,0.495784724694,0.473984761089,0.451730670784,0.429044742830,0.405949542860,0.382467898145,0.358622882076,0.334437798118,0.309936163261,0.285141691026,0.260078274044,0.234769966256,0.209240964761,0.183515591342,0.157618273706,0.131573526467,0.105405931897,0.079140120477,0.052800751276,0.026412492179
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.299832261791,-0.354291157091,-0.401010599264,-0.442342930838,-0.479586297789,-0.513542580570,-0.544745305684,-0.573568691901,-0.600285792521,-0.625102060667,-0.648175946642,-0.669632165817,-0.689570589830,-0.708072403900,-0.725204490956,-0.741022628338,-0.755573867185,-0.768898335643,-0.781030627257,-0.792000885104,-0.801835659020,-0.810558591045,-0.818190969047,-0.824752177937,-0.830260070407,-0.834731273770,-0.838181445575,-0.840625487778,-0.842077727101,-0.842552067595,-0.842062120168,-0.840621312897,-0.838242985202,-0.834940468375,-0.830727154504,-0.825616555465,-0.819622353379,-0.812758443672,-0.805038971704,-0.796478363788,-0.787091353265,-0.776893002226,-0.765898719371,-0.754124274427,-0.741585809487,-0.728299847595,-0.714283298826,-0.699553464132,-0.684128037120,-0.668025103989,-0.651263141748,-0.633861014884,-0.615837970594,-0.597213632698,-0.578007994336,-0.558241409540,-0.537934583764,-0.517108563449,-0.495784724694,-0.473984761089,-0.451730670784,-0.429044742830,-0.405949542860,-0.382467898145,-0.358622882076,-0.334437798118,-0.309936163261,-0.285141691026,-0.260078274044,-0.234769966256,-0.209240964761,-0.183515591342,-0.157618273706,-0.131573526467,-0.105405931897,-0.079140120477,-0.052800751276,-0.026412492179
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.997767735423
