A_re,1.233366324106,1.425742573178,1.566529632545,1.663814171400,1.721871654243,1.743455696824,1.730719806559,1.685646684926,1.610265012543,1.506761501819,1.377535554039,1.225219541439,1.052676916073,0.862985146878,0.659407830233,0.445358895354,0.224361031023
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.233366324106,-1.425742573178,-1.566529632545,-1.663814171400,-1.721871654243,-1.743455696824,-1.730719806559,-1.685646684926,-1.610265012543,-1.506761501819,-1.377535554039,-1.225219541439,-1.052676916073,-0.862985146878,-0.659407830233,-0.445358895354,-0.224361031023
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.961630861161
