A_re,0.192347440066,0.227463183809,0.257729516666,0.284668947522,0.309126477437,0.331627646416,0.352524876743,0.372067537544,0.390439329208,0.407779881976,0.424198020830,0.439780317512,0.454596826613,0.468705061597,0.482152828513,0.494980294242,0.507221527543,0.518905668199,0.530057828278,0.540699796802,0.550850597746,0.560526936978,0.569743563959,0.578513567239,0.586848617940,0.594759171964,0.602254639164,0.609343525799,0.616033555252,0.622331770917,0.628244624341,0.633778051131,0.638937536605,0.643728172838,0.648154708414,0.652221591988,0.655933010564,0.659292923234,0.662305091013,0.664973103291,0.667300401353,0.669290299345,0.670946002995,0.672270626379,0.673267206954,0.673938719066,0.674288086104,0.674318191451,0.674031888370,0.673432008923,0.672521372041,0.671302790818,0.669779079116,0.667953057539,0.665827558844,0.663405432835,0.660689550791,0.657682809471,0.654388134720,0.650808484735,0.646946852988,0.642806270863,0.638389810008,0.633700584435,0.628741752384,0.623516517974,0.618028132643,0.612279896405,0.606275158935,0.600017320485,0.593509832650,0.586756198992,0.579759975531,0.572524771109,0.565054247636,0.557352120230,0.549422157245,0.541268180205,0.532894063647,0.524303734873,0.515501173618,0.506490411639,0.497275532237,0.487860669695,0.478250008660,0.468447783455,0.458458277330,0.448285821658,0.437934795074,0.427409622560,0.416714774482,0.405854765579,0.394834153903,0.383657539722,0.372329564373,0.360854909080,0.349238293739,0.337484475655,0.325598248256,0.313584439766,0.301447911853,0.289193558242,0.276826303305,0.264351100617,0.251772931496,0.239096803506,0.226327748951,0.213470823338,0.200531103820,0.187513687624,0.174423690456,0.161266244896,0.148046498764,0.134769613487,0.121440762440,0.108065129279,0.094647906261,0.081194292556,0.067709492545,0.054198714110,0.040667166918,0.027120060698,0.013562603507
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.192347440066,-0.227463183809,-0.257729516666,-0.284668947522,-0.309126477437,-0.331627646416,-0.352524876743,-0.372067537544,-0.390439329208,-0.407779881976,-0.424198020830,-0.439780317512,-0.454596826613,-0.468705061597,-0.482152828513,-0.494980294242,-0.507221527543,-0.518905668199,-0.530057828278,-0.540699796802,-0.550850597746,-0.560526936978,-0.569743563959,-0.578513567239,-0.586848617940,-0.594759171964,-0.602254639164,-0.609343525799,-0.616033555252,-0.622331770917,-0.628244624341,-0.633778051131,-0.638937536605,-0.643728172838,-0.648154708414,-0.652221591988,-0.655933010564,-0.659292923234,-0.662305091013,-0.664973103291,-0.667300401353,-0.669290299345,-0.670946002995,-0.672270626379,-0.673267206954,-0.673938719066,-0.674288086104,-0.674318191451,-0.674031888370,-0.673432008923,-0.672521372041,-0.671302790818,-0.669779079116,-0.667953057539,-0.665827558844,-0.663405432835,-0.660689550791,-0.657682809471,-0.654388134720,-0.650808484735,-0.646946852988,-0.642806270863,-0.638389810008,-0.633700584435,-0.628741752384,-0.623516517974,-0.618028132643,-0.612279896405,-0.606275158935,-0.600017320485,-0.593509832650,-0.586756198992,-0.579759975531,-0.572524771109,-0.565054247636,-0.557352120230,-0.549422157245,-0.541268180205,-0.532894063647,-0.524303734873,-0.515501173618,-0.506490411639,-0.497275532237,-0.487860669695,-0.478250008660,-0.468447783455,-0.458458277330,-0.448285821658,-0.437934795074,-0.427409622560,-0.416714774482,-0.405854765579,-0.394834153903,-0.383657539722,-0.372329564373,-0.360854909080,-0.349238293739,-0.337484475655,-0.325598248256,-0.313584439766,-0.301447911853,-0.289193558242,-0.276826303305,-0.264351100617,-0.251772931496,-0.239096803506,-0.226327748951,-0.213470823338,-0.200531103820,-0.187513687624,-0.174423690456,-0.161266244896,-0.148046498764,-0.134769613487,-0.121440762440,-0.108065129279,-0.094647906261,-0.081194292556,-0.067709492545,-0.054198714110,-0.040667166918,-0.027120060698,-0.013562603507
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.999081848315
