A_re,0.337553617018,0.398720645806,0.451082419998,0.497276679232,0.538755392605,0.576412789848,0.610841845318,0.642456961357,0.671559362369,0.698374834762,0.723076878536,0.745801615473,0.766657776060,0.785733613084,0.803101822302,0.818823128805,0.832948955093,0.845523441852,0.856585002711,0.866167537165,0.874301388490,0.881014108549,0.886331074315,0.890275989100,0.892871293100,0.894138501827,0.894098486640,0.892771708320,0.890178412269,0.886338792036,0.881273126527,0.875001895167,0.867545874471,0.858926218807,0.849164527649,0.838282901200,0.826303985944,0.813251011417,0.799147819297,0.784018885715,0.767889337579,0.750784963552,0.732732220265,0.713758234251,0.693890800012,0.673158374603,0.651590069031,0.629215636782,0.606065459703,0.582170531469,0.557562438841,0.532273340891,0.506335946356,0.479783489268,0.452649703007,0.424968792890,0.396775407419,0.368104608295,0.338991839301,0.309472894153,0.279583883397,0.249361200454,0.218841486886,0.188061596959,0.157058561589,0.125869551733,0.094531841298,0.063082769644,0.031559703733
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.337553617018,-0.398720645806,-0.451082419998,-0.497276679232,-0.538755392605,-0.576412789848,-0.610841845318,-0.642456961357,-0.671559362369,-0.698374834762,-0.723076878536,-0.745801615473,-0.766657776060,-0.785733613084,-0.803101822302,-0.818823128805,-0.832948955093,-0.845523441852,-0.856585002711,-0.866167537165,-0.874301388490,-0.881014108549,-0.886331074315,-0.890275989100,-0.892871293100,-0.894138501827,-0.894098486640,-0.892771708320,-0.890178412269,-0.886338792036,-0.881273126527,-0.875001895167,-0.867545874471,-0.858926218807,-0.849164527649,-0.838282901200,-0.826303985944,-0.813251011417,-0.799147819297,-0.784018885715,-0.767889337579,-0.750784963552,-0.732732220265,-0.713758234251,-0.693890800012,-0.673158374603,-0.651590069031,-0.629215636782,-0.606065459703,-0.582170531469,-0.557562438841,-0.532273340891,-0.506335946356,-0.479783489268,-0.452649703007,-0.424968792890,-0.396775407419,-0.368104608295,-0.338991839301,-0.309472894153,-0.279583883397,-0.249361200454,-0.218841486886,-0.188061596959,-0.157058561589,-0.125869551733,-0.094531841298,-0.063082769644,-0.031559703733
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.997169996415
