A_re,1.173630659201,1.359757513057,1.498656342305,1.598111565983,1.662205682913,1.693498130112,1.693904771039,1.665110106112,1.608778474424,1.526666790393,1.420683815561,1.292917788989,1.145643908908,0.981318178957,0.802561579905,0.612137152991,0.412921810118,0.207874238635
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.173630659201,-1.359757513057,-1.498656342305,-1.598111565983,-1.662205682913,-1.693498130112,-1.693904771039,-1.665110106112,-1.608778474424,-1.526666790393,-1.420683815561,-1.292917788989,-1.145643908908,-0.981318178957,-0.802561579905,-0.612137152991,-0.412921810118,-0.207874238635
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.965313034599
