A_re,0.178154334200,0.210695436712,0.238755608024,0.263746265461,0.286451205220,0.307358241392,0.326794763713,0.344992642752,0.362122864090,0.378315539667,0.393672198984,0.408273714153,0.422185616012,0.435461779437,0.448147050160,0.460279162233,0.471890166900,0.483007516765,0.493654901657,0.503852902242,0.513619507669,0.522970530235,0.531919941018,0.540480144110,0.548662202615,0.556476026372,0.563930529025,0.571033760317,0.577793018222,0.584214944532,0.590305606769,0.596070568743,0.601514951606,0.606643486912,0.611460562922,0.615970265164,0.620176412096,0.624082586559,0.627692163613,0.631008335243,0.634034132343,0.636772444335,0.639226036725,0.641397566827,0.643289597911,0.644904611922,0.646245020963,0.647313177662,0.648111384560,0.648641902610,0.648906958898,0.648908753644,0.648649466581,0.648131262750,0.647356297783,0.646326722715,0.645044688374,0.643512349377,0.641731867780,0.639705416403,0.637435181862,0.634923367329,0.632172195047,0.629183908612,0.625960775052,0.622505086704,0.618819162918,0.614905351588,0.610766030537,0.606403608747,0.601820527471,0.597019261200,0.592002318536,0.586772242936,0.581331613367,0.575683044860,0.569829188976,0.563772734186,0.557516406170,0.551062968045,0.544415220520,0.537576001983,0.530548188524,0.523334693903,0.515938469452,0.508362503932,0.500609823336,0.492683490636,0.484586605496,0.476322303928,0.467893757918,0.459304175000,0.450556797800,0.441654903541,0.432601803508,0.423400842488,0.414055398173,0.404568880531,0.394944731151,0.385186422557,0.375297457499,0.365281368214,0.355141715662,0.344882088745,0.334506103497,0.324017402254,0.313419652801,0.302716547506,0.291911802429,0.281009156415,0.270012370167,0.258925225310,0.247751523428,0.236495085097,0.225159748898,0.213749370415,0.202267821225,0.190718987872,0.179106770832,0.167435083464,0.155707850954,0.143929009247,0.132102503971,0.120232289355,0.108322327131,0.096376585438,0.084399037715,0.072393661587,0.060364437748,0.048315348837,0.036250378308,0.024173509299,0.012088723498
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.178154334200,-0.210695436712,-0.238755608024,-0.263746265461,-0.286451205220,-0.307358241392,-0.326794763713,-0.344992642752,-0.362122864090,-0.378315539667,-0.393672198984,-0.408273714153,-0.422185616012,-0.435461779437,-0.448147050160,-0.460279162233,-0.471890166900,-0.483007516765,-0.493654901657,-0.503852902242,-0.513619507669,-0.522970530235,-0.531919941018,-0.540480144110,-0.548662202615,-0.556476026372,-0.563930529025,-0.571033760317,-0.577793018222,-0.584214944532,-0.590305606769,-0.596070568743,-0.601514951606,-0.606643486912,-0.611460562922,-0.615970265164,-0.620176412096,-0.624082586559,-0.627692163613,-0.631008335243,-0.634034132343,-0.636772444335,-0.639226036725,-0.641397566827,-0.643289597911,-0.644904611922,-0.646245020963,-0.647313177662,-0.648111384560,-0.648641902610,-0.648906958898,-0.648908753644,-0.648649466581,-0.648131262750,-0.647356297783,-0.646326722715,-0.645044688374,-0.643512349377,-0.641731867780,-0.639705416403,-0.637435181862,-0.634923367329,-0.632172195047,-0.629183908612,-0.625960775052,-0.622505086704,-0.618819162918,-0.614905351588,-0.610766030537,-0.606403608747,-0.601820527471,-0.597019261200,-0.592002318536,-0.586772242936,-0.581331613367,-0.575683044860,-0.569829188977,-0.563772734186,-0.557516406170,-0.551062968045,-0.544415220520,-0.537576001983,-0.530548188524,-0.523334693903,-0.515938469452,-0.508362503932,-0.500609823336,-0.492683490636,-0.484586605496,-0.476322303928,-0.467893757918,-0.459304175000,-0.450556797800,-0.441654903541,-0.432601803508,-0.423400842488,-0.414055398173,-0.404568880531,-0.394944731151,-0.385186422557,-0.375297457499,-0.365281368214,-0.355141715662,-0.344882088745,-0.334506103497,-0.324017402254,-0.313419652801,-0.302716547506,-0.291911802429,-0.281009156415,-0.270012370167,-0.258925225310,-0.247751523428,-0.236495085097,-0.225159748898,-0.213749370415,-0.202267821225,-0.190718987872,-0.179106770832,-0.167435083464,-0.155707850954,-0.143929009247,-0.132102503971,-0.120232289355,-0.108322327131,-0.096376585438,-0.084399037715,-0.072393661587,-0.060364437748,-0.048315348837,-0.036250378308,-0.024173509299,-0.012088723498
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.999212392523
