A_re,0.845594101554,0.989789543082,1.106193769036,1.200843172908,1.276908283102,1.336264096256,1.380128388576,1.409365371509,1.424646385994,1.426541644763,1.415575537396,1.392261229480,1.357122762983,1.310709209117,1.253603529930,1.186427768881,1.109845598566,1.024562902511,0.931326852764,0.830923809614,0.724176282484,0.611939133702,0.495095168382,0.374550227541,0.251227883461,0.126063823572
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.845594101554,-0.989789543082,-1.106193769036,-1.200843172908,-1.276908283102,-1.336264096256,-1.380128388576,-1.409365371509,-1.424646385994,-1.426541644763,-1.415575537396,-1.392261229480,-1.357122762983,-1.310709209117,-1.253603529930,-1.186427768881,-1.109845598566,-1.024562902511,-0.931326852764,-0.830923809614,-0.724176282484,-0.611939133702,-0.495095168382,-0.374550227541,-0.251227883461,-0.126063823572
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.982124485187
