A_re,2.780223455980,2.874823056844,2.678775561699,2.236001555800,1.598975353309,0.830308866973
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-2.780223455980,-2.874823056844,-2.678775561699,-2.236001555800,-1.598975353309,-0.830308866973
M,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.789852312565
