A_re,0.347261764089,0.410147214391,0.463947972238,0.511374658983,0.553918330470,0.592496545165,0.627717196745,0.660004703206,0.689667264299,0.716935673640,0.741987125962,0.764960546147,0.785966857114,0.805096087194,0.822422428163,0.838007921232,0.851905198817,0.864159560710,0.874810571060,0.883893303819,0.891439325923,0.897477481833,0.902034525500,0.905135633679,0.906804825861,0.907065309920,0.905939768075,0.903450594420,0.899620092822,0.894470642090,0.888024833915,0.880305587969,0.871336247704,0.861140659739,0.849743239167,0.837169022744,0.823443711546,0.808593704437,0.792646123472,0.775628832176,0.757570447507,0.738500346182,0.718448665957,0.697446302370,0.675524901381,0.652716848302,0.629055253346,0.604573934109,0.579307395225,0.553290805463,0.526559972454,0.499151315257,0.471101834935,0.442449083306,0.413231130012,0.383486528055,0.353254277918,0.322573790404,0.291484848295,0.260027566949,0.228242353933,0.196169867789,0.163850976039,0.131326712493,0.098638233986,0.065826776588,0.032933611400
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.347261764089,-0.410147214391,-0.463947972238,-0.511374658983,-0.553918330470,-0.592496545165,-0.627717196745,-0.660004703206,-0.689667264299,-0.716935673640,-0.741987125962,-0.764960546147,-0.785966857114,-0.805096087194,-0.822422428163,-0.838007921232,-0.851905198817,-0.864159560710,-0.874810571060,-0.883893303819,-0.891439325923,-0.897477481833,-0.902034525500,-0.905135633679,-0.906804825861,-0.907065309920,-0.905939768075,-0.903450594420,-0.899620092822,-0.894470642090,-0.888024833915,-0.880305587969,-0.871336247704,-0.861140659739,-0.849743239167,-0.837169022744,-0.823443711546,-0.808593704437,-0.792646123472,-0.775628832176,-0.757570447507,-0.738500346182,-0.718448665957,-0.697446302370,-0.675524901381,-0.652716848302,-0.629055253346,-0.604573934109,-0.579307395225,-0.553290805463,-0.526559972454,-0.499151315257,-0.471101834935,-0.442449083306,-0.413231130012,-0.383486528055,-0.353254277918,-0.322573790404,-0.291484848295,-0.260027566949,-0.228242353933,-0.196169867789,-0.163850976039,-0.131326712493,-0.098638233986,-0.065826776588,-0.032933611400
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.997004657358
