A_re,1.024651177096,1.193220164480,1.324279204270,1.424848440483,1.498584065621,1.547680866591,1.573643400900,1.577650947873,1.560748583308,1.523953945153,1.468318989981,1.394965746401,1.305105995602,1.200050413835,1.081210443288,0.950094925137,0.808302829733,0.657513008440,0.499471643371,0.335977917110,0.168868326422
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.024651177096,-1.193220164480,-1.324279204270,-1.424848440483,-1.498584065621,-1.547680866591,-1.573643400900,-1.577650947873,-1.560748583308,-1.523953945153,-1.468318989981,-1.394965746401,-1.305105995602,-1.200050413835,-1.081210443288,-0.950094925137,-0.808302829733,-0.657513008440,-0.499471643371,-0.335977917110,-0.168868326422
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.973655948125
