A_re,0.626458191613,0.736887215487,0.829000329616,0.907480883124,0.974840677244,1.032584072179,1.081682263668,1.122799561748,1.156413671156,1.182884889908,1.202498396613,1.215491341946,1.222070865766,1.222426437580,1.216738502383,1.205184637447,1.187943980044,1.165200420294,1.137144889416,1.103976969646,1.065905984321,1.023151681508,0.975944593939,0.924526136811,0.869148490127,0.810074301676,0.747576239076,0.681936413745,0.613445695550,0.542402933822,0.469114098117,0.393891350377,0.317052058811,0.238917762783,0.159813097204,0.080064684281
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.626458191613,-0.736887215487,-0.829000329616,-0.907480883124,-0.974840677244,-1.032584072179,-1.081682263668,-1.122799561748,-1.156413671156,-1.182884889908,-1.202498396613,-1.215491341946,-1.222070865766,-1.222426437580,-1.216738502383,-1.205184637447,-1.187943980044,-1.165200420294,-1.137144889416,-1.103976969646,-1.065905984321,-1.023151681508,-0.975944593939,-0.924526136811,-0.869148490127,-0.810074301676,-0.747576239076,-0.681936413745,-0.613445695550,-0.542402933822,-0.469114098117,-0.393891350377,-0.317052058811,-0.238917762783,-0.159813097204,-0.080064684281
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.990223273640
