A_re,0.944658654000,1.102744620273,1.227908558912,1.326742705968,1.402687715511,1.457786756570,1.493397544666,1.510530278435,1.510025658623,1.492655608215,1.459182961850,1.410397662992,1.347138620434,1.270306307136,1.180869079697,1.079865049378,0.968400682276,0.847646920539,0.718833381625,0.583241045949,0.442193749374,0.297048735882,0.149186484895
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.944658654000,-1.102744620273,-1.227908558912,-1.326742705968,-1.402687715511,-1.457786756570,-1.493397544666,-1.510530278435,-1.510025658623,-1.492655608215,-1.459182961850,-1.410397662992,-1.347138620434,-1.270306307136,-1.180869079697,-1.079865049378,-0.968400682276,-0.847646920539,-0.718833381625,-0.583241045949,-0.442193749374,-0.297048735882,-0.149186484895
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.977647399859
