A_re,1.653451918239,1.874328591497,2.004258309147,2.053828703495,2.029703721311,1.937660778144,1.783750175029,1.574760542598,1.318369293352,1.023125969852,0.698336132922,0.353881715691
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.653451918239,-1.874328591497,-2.004258309147,-2.053828703495,-2.029703721311,-1.937660778144,-1.783750175029,-1.574760542598,-1.318369293352,-1.023125969852,-0.698336132922,-0.353881715691
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.930090564261
