A_re,0.205440834647,0.242928102481,0.275223693009,0.303952327044,0.330015220837,0.353972491944,0.376199449730,0.396961417339,0.416453651523,0.434824404167,0.452189084382,0.468639388094,0.484249420928,0.499079941890,0.513181387520,0.526596078897,0.539359865879,0.551503374405,0.563052967884,0.574031498786,0.584458903733,0.594352680069,0.603728271512,0.612599383143,0.620978240938,0.628875807254,0.636301961076,0.643265649773,0.649775017666,0.655837515564,0.661459994597,0.666648786967,0.671409775783,0.675748455695,0.679669985755,0.683179235669,0.686280826402,0.688979165938,0.691278480871,0.693182844378,0.694696201056,0.695822389025,0.696565159630,0.696928195044,0.696915124015,0.696529535979,0.695774993707,0.694655044675,0.693173231268,0.691333099955,0.689138209540,0.686592138578,0.683698492039,0.680460907289,0.676883059463,0.672968666266,0.668721492275,0.664145352766,0.659244117117,0.654021711824,0.648482123147,0.642629399437,0.636467653147,0.630001062561,0.623233873268,0.616170399383,0.608815024548,0.601172202715,0.593246458741,0.585042388788,0.576564660560,0.567818013368,0.558807258056,0.549537276765,0.540013022585,0.530239519057,0.520221859575,0.509965206657,0.499474791123,0.488755911163,0.477813931309,0.466654281321,0.455282454980,0.443704008801,0.431924560670,0.419949788406,0.407785428245,0.395437273269,0.382911171761,0.370213025506,0.357348788027,0.344324462774,0.331146101256,0.317819801121,0.304351704197,0.290747994479,0.277014896083,0.263158671149,0.249185617716,0.235102067554,0.220914383968,0.206628959564,0.192252213994,0.177790591660,0.163250559403,0.148638604164,0.133961230623,0.119224958811,0.104436321714,0.089601862849,0.074728133831,0.059821691922,0.044889097566,0.029936911918,0.014971694358
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.205440834647,-0.242928102481,-0.275223693009,-0.303952327044,-0.330015220837,-0.353972491944,-0.376199449730,-0.396961417339,-0.416453651523,-0.434824404167,-0.452189084382,-0.468639388094,-0.484249420928,-0.499079941890,-0.513181387520,-0.526596078897,-0.539359865879,-0.551503374405,-0.563052967884,-0.574031498786,-0.584458903733,-0.594352680069,-0.603728271512,-0.612599383143,-0.620978240938,-0.628875807254,-0.636301961076,-0.643265649773,-0.649775017666,-0.655837515564,-0.661459994597,-0.666648786967,-0.671409775783,-0.675748455695,-0.679669985755,-0.683179235669,-0.686280826402,-0.688979165938,-0.691278480871,-0.693182844378,-0.694696201056,-0.695822389025,-0.696565159630,-0.696928195044,-0.696915124015,-0.696529535979,-0.695774993707,-0.694655044675,-0.693173231268,-0.691333099955,-0.689138209540,-0.686592138578,-0.683698492039,-0.680460907289,-0.676883059463,-0.672968666266,-0.668721492275,-0.664145352766,-0.659244117117,-0.654021711824,-0.648482123147,-0.642629399437,-0.636467653147,-0.630001062561,-0.623233873268,-0.616170399383,-0.608815024548,-0.601172202715,-0.593246458741,-0.585042388788,-0.576564660560,-0.567818013369,-0.558807258056,-0.549537276765,-0.540013022585,-0.530239519057,-0.520221859575,-0.509965206657,-0.499474791123,-0.488755911163,-0.477813931309,-0.466654281321,-0.455282454980,-0.443704008801,-0.431924560670,-0.419949788406,-0.407785428245,-0.395437273269,-0.382911171761,-0.370213025506,-0.357348788027,-0.344324462774,-0.331146101256,-0.317819801121,-0.304351704197,-0.290747994479,-0.277014896083,-0.263158671149,-0.249185617716,-0.235102067554,-0.220914383968,-0.206628959564,-0.192252213994,-0.177790591660,-0.163250559403,-0.148638604164,-0.133961230623,-0.119224958811,-0.104436321714,-0.089601862849,-0.074728133831,-0.059821691922,-0.044889097566,-0.029936911918,-0.014971694358
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
# constraint,power
# norm_sq,62.831853071796
# dEdt,5.000000000000
# lambda_max,4.998952535065
