A_re,0.487906630022,0.570132564344,0.635713521816,0.688082306264,0.729033953291,0.759631732511,0.780575112182,0.792374566464,0.795443840277,0.790152354567,0.776856494053,0.755918841836,0.727720089720,0.692666248613,0.651192693742,0.603765984804,0.550884062036,0.493075218573,0.430896127059,0.364929121710,0.295778887908,0.224068679163,0.150436159898,0.075528957876
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.487906630022,-0.570132564344,-0.635713521816,-0.688082306264,-0.729033953291,-0.759631732511,-0.780575112182,-0.792374566464,-0.795443840277,-0.790152354567,-0.776856494053,-0.755918841836,-0.727720089720,-0.692666248613,-0.651192693742,-0.603765984804,-0.550884062036,-0.493075218573,-0.430896127059,-0.364929121710,-0.295778887908,-0.224068679163,-0.150436159898,-0.075528957876
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.995862140326
