A_re,-0.887335412810,-1.005870274262,-1.075597877693,-1.102200142837,-1.089253318809,-1.039857892143,-0.957260795098,-0.845105189168,-0.707511206252,-0.549067012352,-0.374766495446,-0.189912857347
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,0.887335412810,1.005870274262,1.075597877693,1.102200142837,1.089253318809,1.039857892143,0.957260795098,0.845105189168,0.707511206252,0.549067012352,0.374766495446,0.189912857347
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.986018112852
