A_re,0.146367149278,0.172992048744,0.195864610927,0.216136139169,0.234443033198,0.251179177474,0.266607228353,0.280911870137,0.294228216296,0.306658208890,0.318280684341,0.329157858850,0.339339675516,0.348866815534,0.357772842778,0.366085767958,0.373829213198,0.381023294904,0.387685303777,0.393830236042,0.399471213719,0.404619820886,0.409286375501,0.413480151156,0.417209559522,0.420482301575,0.423305493826,0.425685774345,0.427629392306,0.429142284012,0.430230137731,0.430898449210,0.431152569377,0.430997745463,0.430439156527,0.429481944218,0.428131239451,0.426392185556,0.424269958376,0.421769783711,0.418896952437,0.415656833587,0.412054885627,0.408096666152,0.403787840146,0.399134186996,0.394141606358,0.388816123010,0.383163890785,0.377191195665,0.370904458126,0.364310234783,0.357415219416,0.350226243400,0.342750275625,0.334994421907,0.326965923959,0.318672157937,0.310120632598,0.301318987100,0.292274988468,0.282996528739,0.273491621821,0.263768400084,0.253835110686,0.243700111667,0.233371867822,0.222858946361,0.212170012377,0.201313824130,0.190299228163,0.179135154256,0.167830610236,0.156394676644,0.144836501280,0.133165293622,0.121390319141,0.109520893513,0.097566376741,0.085536167184,0.073439695524,0.061286418651,0.049085813490,0.036847370784,0.024580588812,0.012294967086
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.146367149278,-0.172992048744,-0.195864610927,-0.216136139169,-0.234443033198,-0.251179177474,-0.266607228353,-0.280911870137,-0.294228216296,-0.306658208890,-0.318280684341,-0.329157858850,-0.339339675516,-0.348866815534,-0.357772842778,-0.366085767958,-0.373829213198,-0.381023294904,-0.387685303777,-0.393830236042,-0.399471213719,-0.404619820886,-0.409286375501,-0.413480151156,-0.417209559522,-0.420482301575,-0.423305493826,-0.425685774345,-0.427629392306,-0.429142284012,-0.430230137731,-0.430898449210,-0.431152569377,-0.430997745463,-0.430439156527,-0.429481944218,-0.428131239451,-0.426392185556,-0.424269958376,-0.421769783711,-0.418896952437,-0.415656833587,-0.412054885627,-0.408096666152,-0.403787840146,-0.399134186996,-0.394141606358,-0.388816123010,-0.383163890785,-0.377191195665,-0.370904458126,-0.364310234783,-0.357415219416,-0.350226243400,-0.342750275625,-0.334994421907,-0.326965923959,-0.318672157937,-0.310120632598,-0.301318987100,-0.292274988468,-0.282996528739,-0.273491621821,-0.263768400084,-0.253835110686,-0.243700111667,-0.233371867822,-0.222858946361,-0.212170012377,-0.201313824130,-0.190299228163,-0.179135154256,-0.167830610236,-0.156394676644,-0.144836501280,-0.133165293622,-0.121390319141,-0.109520893513,-0.097566376741,-0.085536167184,-0.073439695524,-0.061286418651,-0.049085813490,-0.036847370784,-0.024580588812,-0.012294967086
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.999630647431
