A_re,0.237608279399,0.280319866469,0.316612162198,0.348317134326,0.376434856244,0.401575387332,0.424139092572,0.444402820839,0.462565799191,0.478776094204,0.493146828641,0.505766612870,0.516706524505,0.526024933341,0.533770929399,0.539986815676,0.544709956931,0.547974174114,0.549810811167,0.550249560938,0.549319110809,0.547047651189,0.543463278125,0.538594313009,0.532469556513,0.525118489691,0.516571432164,0.506859665017,0.496015524410,0.484072470615,0.471065136256,0.457029356776,0.442002185600,0.426021896025,0.409127971495,0.391361085688,0.372763073574,0.353376894469,0.333246587949,0.312417223376,0.290934843714,0.268846404199,0.246199706424,0.223043328283,0.199426550235,0.175399278282,0.151011964020,0.126315522142,0.101361245683,0.076200719359,0.050885731258,0.025468183196
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.237608279399,-0.280319866469,-0.316612162198,-0.348317134326,-0.376434856244,-0.401575387332,-0.424139092572,-0.444402820839,-0.462565799191,-0.478776094204,-0.493146828641,-0.505766612870,-0.516706524505,-0.526024933341,-0.533770929399,-0.539986815676,-0.544709956931,-0.547974174114,-0.549810811167,-0.550249560938,-0.549319110809,-0.547047651189,-0.543463278125,-0.538594313009,-0.532469556513,-0.525118489691,-0.516571432164,-0.506859665017,-0.496015524410,-0.484072470615,-0.471065136256,-0.457029356776,-0.442002185600,-0.426021896025,-0.409127971495,-0.391361085688,-0.372763073574,-0.353376894469,-0.333246587949,-0.312417223376,-0.290934843714,-0.268846404199,-0.246199706424,-0.223043328283,-0.199426550235,-0.175399278282,-0.151011964020,-0.126315522142,-0.101361245683,-0.076200719359,-0.050885731258,-0.025468183196
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.999025354434
