A_re,0.830824984351,0.947034738398,1.020556851519,1.056672896427,1.058501907440,1.028534471846,0.969231549279,0.883281091499,0.773702040153,0.643869141242,0.497491526532,0.338561909254,0.171286195772
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.830824984351,-0.947034738398,-1.020556851519,-1.056672896427,-1.058501907440,-1.028534471846,-0.969231549279,-0.883281091499,-0.773702040153,-0.643869141242,-0.497491526532,-0.338561909254,-0.171286195772
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.987789427621
