A_re,0.148039300834,0.174963909137,0.198090438477,0.218583012491,0.237084999911,0.253994511740,0.269576956529,0.284018902174,0.297456799535,0.309993567619,0.321708773109,0.332665188912,0.342913190159,0.352493799200,0.361440854175,0.369782590631,0.377542819059,0.384741817552,0.391397019338,0.397523549855,0.403134651628,0.408242024196,0.412856098868,0.416986262867,0.420641043696,0.423828261956,0.426555158873,0.428828503384,0.430654682564,0.432039778370,0.432989633063,0.433509905199,0.433606117716,0.433283699350,0.432548020396,0.431404423632,0.429858251115,0.427914867389,0.425579679612,0.422858154981,0.419755835803,0.416278352488,0.412431434726,0.408220921031,0.403652766854,0.398733051399,0.393467983294,0.387863905214,0.381927297569,0.375664781344,0.369083120159,0.362189221627,0.354990138071,0.347493066638,0.339705348881,0.331634469830,0.323288056604,0.314673876593,0.305799835238,0.296673973448,0.287304464664,0.277699611611,0.267867842743,0.257817708411,0.247557876775,0.237097129463,0.226444357006,0.215608554065,0.204598814449,0.193424325952,0.182094365020,0.170618291248,0.159005541734,0.147265625288,0.135408116515,0.123442649778,0.111378913049,0.099226641659,0.086995611962,0.074695634908,0.062336549548,0.049928216464,0.037480511152,0.025003317343,0.012506520287
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.148039300834,-0.174963909137,-0.198090438477,-0.218583012491,-0.237084999911,-0.253994511740,-0.269576956529,-0.284018902174,-0.297456799535,-0.309993567619,-0.321708773109,-0.332665188912,-0.342913190159,-0.352493799200,-0.361440854175,-0.369782590631,-0.377542819059,-0.384741817552,-0.391397019338,-0.397523549855,-0.403134651629,-0.408242024196,-0.412856098868,-0.416986262867,-0.420641043696,-0.423828261956,-0.426555158873,-0.428828503384,-0.430654682564,-0.432039778370,-0.432989633063,-0.433509905199,-0.433606117716,-0.433283699350,-0.432548020396,-0.431404423632,-0.429858251115,-0.427914867389,-0.425579679612,-0.422858154981,-0.419755835803,-0.416278352488,-0.412431434726,-0.408220921032,-0.403652766854,-0.398733051399,-0.393467983294,-0.387863905214,-0.381927297569,-0.375664781344,-0.369083120159,-0.362189221627,-0.354990138071,-0.347493066638,-0.339705348881,-0.331634469830,-0.323288056604,-0.314673876593,-0.305799835238,-0.296673973448,-0.287304464664,-0.277699611611,-0.267867842743,-0.257817708411,-0.247557876775,-0.237097129463,-0.226444357006,-0.215608554065,-0.204598814449,-0.193424325952,-0.182094365020,-0.170618291248,-0.159005541734,-0.147265625288,-0.135408116515,-0.123442649778,-0.111378913049,-0.099226641659,-0.086995611962,-0.074695634908,-0.062336549548,-0.049928216464,-0.037480511152,-0.025003317343,-0.012506520287
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.999622153033
