A_re,0.629836304268,0.729722455707,0.804263389513,0.857636663320,0.892033175899,0.908826465288,0.909044691709,0.893591852949,0.863361127092,0.819295373355,0.762418940671,0.693852495720,0.614817037998,0.526630597369,0.430699739712,0.328507268554,0.221597096836,0.111557022806
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.629836304268,-0.729722455707,-0.804263389513,-0.857636663320,-0.892033175899,-0.908826465288,-0.909044691709,-0.893591852949,-0.863361127092,-0.819295373355,-0.762418940671,-0.693852495720,-0.614817037998,-0.526630597369,-0.430699739712,-0.328507268554,-0.221597096836,-0.111557022806
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.993062606920
