A_re,0.118304159216,0.139878066775,0.158453729591,0.174965745152,0.189932164626,0.203674693662,0.216408682817,0.228286205773,0.239419040820,0.249891945844,0.259770809644,0.269107906077,0.277945417409,0.286317876003,0.294253904095,0.301777483320,0.308908900386,0.315665464359,0.322062059447,0.328111577101,0.333825258075,0.339212966337,0.344283410663,0.349044325617,0.353502620622,0.357664503713,0.361535585014,0.365120963844,0.368425302482,0.371452888982,0.374207690964,0.376693401877,0.378913480974,0.380871188002,0.382569613411,0.384011704753,0.385200289840,0.386138097092,0.386827773493,0.387271900451,0.387473007850,0.387433586515,0.387156099298,0.386642990936,0.385896696837,0.384919650912,0.383714292565,0.382283072924,0.380628460398,0.378752945634,0.376659045926,0.374349309135,0.371826317171,0.369092689063,0.366151083676,0.363004202081,0.359654789636,0.356105637777,0.352359585558,0.348419520953,0.344288381946,0.339969157411,0.335464887820,0.330778665762,0.325913636315,0.320872997265,0.315659999176,0.310277945346,0.304730191631,0.299020146150,0.293151268897,0.287127071237,0.280951115318,0.274627013385,0.268158427015,0.261549066272,0.254802688778,0.247923098728,0.240914145822,0.233779724142,0.226523770969,0.219150265532,0.211663227719,0.204066716722,0.196364829640,0.188561700035,0.180661496445,0.172668420853,0.164586707115,0.156420619362,0.148174450351,0.139852519795,0.131459172658,0.122998777421,0.114475724320,0.105894423558,0.097259303499,0.088574808829,0.079845398708,0.071075544892,0.062269729850,0.053432444854,0.044568188059,0.035681462572,0.026776774508,0.017858631034,0.008931538406
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.118304159216,-0.139878066775,-0.158453729591,-0.174965745152,-0.189932164626,-0.203674693662,-0.216408682817,-0.228286205773,-0.239419040820,-0.249891945844,-0.259770809644,-0.269107906077,-0.277945417409,-0.286317876003,-0.294253904095,-0.301777483320,-0.308908900386,-0.315665464359,-0.322062059447,-0.328111577101,-0.333825258075,-0.339212966337,-0.344283410663,-0.349044325617,-0.353502620622,-0.357664503713,-0.361535585014,-0.365120963844,-0.368425302482,-0.371452888982,-0.374207690964,-0.376693401877,-0.378913480974,-0.380871188002,-0.382569613411,-0.384011704753,-0.385200289840,-0.386138097092,-0.386827773493,-0.387271900451,-0.387473007850,-0.387433586515,-0.387156099298,-0.386642990936,-0.385896696837,-0.384919650912,-0.383714292565,-0.382283072924,-0.380628460398,-0.378752945634,-0.376659045926,-0.374349309135,-0.371826317171,-0.369092689063,-0.366151083676,-0.363004202081,-0.359654789636,-0.356105637777,-0.352359585558,-0.348419520953,-0.344288381946,-0.339969157411,-0.335464887820,-0.330778665762,-0.325913636315,-0.320872997265,-0.315659999176,-0.310277945346,-0.304730191631,-0.299020146150,-0.293151268897,-0.287127071237,-0.280951115318,-0.274627013385,-0.268158427015,-0.261549066272,-0.254802688778,-0.247923098728,-0.240914145822,-0.233779724142,-0.226523770969,-0.219150265532,-0.211663227719,-0.204066716722,-0.196364829640,-0.188561700035,-0.180661496445,-0.172668420853,-0.164586707115,-0.156420619362,-0.148174450351,-0.139852519795,-0.131459172658,-0.122998777421,-0.114475724320,-0.105894423558,-0.097259303499,-0.088574808829,-0.079845398708,-0.071075544892,-0.062269729850,-0.053432444854,-0.044568188059,-0.035681462572,-0.026776774508,-0.017858631034,-0.008931538406
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.999758768869
