A_re,0.563655750674,0.659241390960,0.735968814256,0.797833841184,0.846930408591,0.884497272983,0.911343311004,0.928049718354,0.935076890549,0.932825307201,0.921672082825,0.901993663075,0.874180133010,0.838644169679,0.795826410155,0.746198317203,0.690263231437,0.628556065729,0.561641955121,0.490114085970,0.414590870495,0.335712595152,0.254137646077,0.170538397640,0.085596838361
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.563655750674,-0.659241390960,-0.735968814256,-0.797833841184,-0.846930408591,-0.884497272983,-0.911343311004,-0.928049718354,-0.935076890549,-0.932825307201,-0.921672082825,-0.901993663075,-0.874180133010,-0.838644169679,-0.795826410155,-0.746198317203,-0.690263231437,-0.628556065729,-0.561641955121,-0.490114085970,-0.414590870495,-0.335712595152,-0.254137646077,-0.170538397640,-0.085596838361
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
# constraint,norm
# norm_sq,26.000000000000
# dEdt,3.232834781554
# lambda_max,3.220417312131
