A_re,0.594761303323,0.693502220363,0.771024166636,0.831441064639,0.876897017523,0.908670668939,0.927623201448,0.934410696320,0.929595710385,0.913710073238,0.887291727433,0.850906647804,0.805161601150,0.750710950530,0.688259387064,0.618561752814,0.542420709511,0.460682767123,0.374233040083,0.283989007966,0.190893499361,0.095907079885
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.594761303323,-0.693502220363,-0.771024166636,-0.831441064639,-0.876897017523,-0.908670668939,-0.927623201448,-0.934410696320,-0.929595710385,-0.913710073238,-0.887291727433,-0.850906647804,-0.805161601150,-0.750710950530,-0.688259387064,-0.618561752814,-0.542420709511,-0.460682767123,-0.374233040083,-0.283989007966,-0.190893499361,-0.095907079885
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
# constraint,norm
# norm_sq,23.000000000000
# dEdt,2.859815383682
# lambda_max,2.845959424962
