A_re,0.528817832569,0.620216436991,0.695002824545,0.757019801415,0.808299968349,0.850047943378,0.883039982766,0.907814332691,0.924772186129,0.934235557072,0.936482432535,0.931769059437,0.920344511025,0.902460385687,0.878377301616,0.848369199560,0.812726092948,0.771755682851,0.725784118919,0.675156101210,0.620234462074,0.561399330277,0.499046954691,0.433588247832,0.365447097646,0.295058487637,0.222866459422,0.149321947510,0.074880512940
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.528817832569,-0.620216436991,-0.695002824545,-0.757019801415,-0.808299968349,-0.850047943378,-0.883039982766,-0.907814332691,-0.924772186129,-0.934235557072,-0.936482432535,-0.931769059437,-0.920344511025,-0.902460385687,-0.878377301616,-0.848369199560,-0.812726092948,-0.771755682851,-0.725784118919,-0.675156101210,-0.620234462074,-0.561399330277,-0.499046954691,-0.433588247832,-0.365447097646,-0.295058487637,-0.222866459422,-0.149321947510,-0.074880512940
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
# constraint,norm
# norm_sq,30.000000000000
# dEdt,3.730193978716
# lambda_max,3.719285758286
