A_re,0.317431898375,0.375192510257,0.424827005423,0.468833615978,0.508593756956,0.544962777502,0.578511326911,0.609640863926,0.638645260014,0.665746371927,0.691115876786,0.714889341238,0.737175652362,0.758063550713,0.777626283424,0.795924998149,0.813011270165,0.828929018254,0.843715980528,0.857404867418,0.870024273924,0.881599409613,0.892152688783,0.901704212023,0.910272162465,0.917873134342,0.924522407308,0.930234176933,0.935021749477,0.938897707344,0.941874050277,0.943962316363,0.945173686122,0.945519072324,0.945009197718,0.943654662445,0.941466002619,0.938453741291,0.934628432828,0.930000701558,0.924581275412,0.918381015173,0.911410939857,0.903682248667,0.895206339906,0.885994827183,0.876059553185,0.865412601273,0.854066305109,0.842033256511,0.829326311688,0.815958596011,0.801943507444,0.787294718742,0.772026178531,0.756152111344,0.739687016703,0.722645667315,0.705043106448,0.686894644549,0.668215855152,0.649022570121,0.629330874291,0.609157099518,0.588517818210,0.567429836339,0.545910185989,0.523976117472,0.501645091013,0.478934768064,0.455863002248,0.432447829968,0.408707460690,0.384660266944,0.360324774036,0.335719649504,0.310863692342,0.285775821994,0.260475067145,0.234980554324,0.209311496331,0.183487180506,0.157526956860,0.131450226066,0.105276427343,0.079025026239,0.052715502317,0.026367336775
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.317431898375,-0.375192510257,-0.424827005423,-0.468833615978,-0.508593756956,-0.544962777502,-0.578511326911,-0.609640863926,-0.638645260014,-0.665746371927,-0.691115876786,-0.714889341238,-0.737175652362,-0.758063550713,-0.777626283424,-0.795924998149,-0.813011270165,-0.828929018254,-0.843715980528,-0.857404867418,-0.870024273924,-0.881599409613,-0.892152688783,-0.901704212023,-0.910272162465,-0.917873134342,-0.924522407308,-0.930234176933,-0.935021749477,-0.938897707344,-0.941874050277,-0.943962316363,-0.945173686122,-0.945519072324,-0.945009197718,-0.943654662445,-0.941466002619,-0.938453741291,-0.934628432828,-0.930000701558,-0.924581275412,-0.918381015173,-0.911410939857,-0.903682248667,-0.895206339906,-0.885994827183,-0.876059553185,-0.865412601273,-0.854066305109,-0.842033256511,-0.829326311688,-0.815958596011,-0.801943507444,-0.787294718742,-0.772026178531,-0.756152111344,-0.739687016703,-0.722645667315,-0.705043106448,-0.686894644549,-0.668215855152,-0.649022570121,-0.629330874291,-0.609157099518,-0.588517818210,-0.567429836339,-0.545910185989,-0.523976117472,-0.501645091013,-0.478934768064,-0.455863002248,-0.432447829968,-0.408707460690,-0.384660266944,-0.360324774036,-0.335719649504,-0.310863692342,-0.285775821994,-0.260475067145,-0.234980554324,-0.209311496331,-0.183487180506,-0.157526956860,-0.131450226066,-0.105276427343,-0.079025026239,-0.052715502317,-0.026367336775
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
# constraint,norm
# norm_sq,89.000000000000
# dEdt,11.066242136858
# lambda_max,11.062333526784
