A_re,0.711102416792,0.814235384190,0.882978423671,0.921861831673,0.933442251014,0.919619287224,0.882156378274,0.822912457619,0.743946264344,0.647555774328,0.536280484514,0.412880404408,0.280299498843,0.141618430978
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.711102416792,-0.814235384190,-0.882978423671,-0.921861831673,-0.933442251014,-0.919619287224,-0.882156378274,-0.822912457619,-0.743946264344,-0.647555774328,-0.536280484514,-0.412880404408,-0.280299498843,-0.141618430978
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15
# constraint,norm
# norm_sq,15.000000000000
# dEdt,1.865096989358
# lambda_max,1.845034201017
