A_re,0.240006459816,0.283882626736,0.321746253653,0.355501620439,0.386207250755,0.414522718228,0.440891297124,0.465627425806,0.488963384392,0.511076268643,0.532104560275,0.552158812885,0.571328821361,0.589688592921,0.607299891073,0.624214823097,0.640477768610,0.656126843218,0.671195027192,0.685711048257,0.699700080904,0.713184306708,0.726183367974,0.738714738472,0.750794029052,0.762435241562,0.773650981361,0.784452636361,0.794850528836,0.804854044856,0.814471745263,0.823711461282,0.832580377301,0.841085102835,0.849231735366,0.857025915420,0.864472875017,0.871577480441,0.878344270121,0.884777488278,0.890881114908,0.896658892562,0.902114350346,0.907250825458,0.912071482584,0.916579331391,0.920777242336,0.924667960994,0.928254121053,0.931538256133,0.934522810547,0.937210149118,0.939602566141,0.941702293594,0.943511508640,0.945032340530,0.946266876919,0.947217169690,0.947885240300,0.948273084709,0.948382677921,0.948215978174,0.947774930805,0.947061471819,0.946077531189,0.944825035900,0.943305912773,0.941522091062,0.939475504869,0.937168095368,0.934601812866,0.931778618702,0.928700487005,0.925369406319,0.921787381096,0.917956433076,0.913878602557,0.909555949559,0.904990554898,0.900184521162,0.895139973610,0.889859060988,0.884343956270,0.878596857326,0.872619987533,0.866415596310,0.859985959606,0.853333380323,0.846460188690,0.839368742588,0.832061427822,0.824540658353,0.816808876483,0.808868553004,0.800722187300,0.792372307418,0.783821470105,0.775072260800,0.766127293610,0.756989211239,0.747660684901,0.738144414193,0.728443126949,0.718559579062,0.708496554288,0.698256864019,0.687843347035,0.677258869239,0.666506323360,0.655588628647,0.644508730537,0.633269600304,0.621874234691,0.610325655525,0.598626909317,0.586781066837,0.574791222686,0.562660494842,0.550392024198,0.537988974084,0.525454529772,0.512791897977,0.500004306334,0.487095002869,0.474067255464,0.460924351295,0.447669596278,0.434306314489,0.420837847582,0.407267554197,0.393598809358,0.379835003857,0.365979543639,0.352035849171,0.338007354808,0.323897508146,0.309709769374,0.295447610615,0.281114515262,0.266713977308,0.252249500666,0.237724598493,0.223142792495,0.208507612239,0.193822594453,0.179091282327,0.164317224800,0.149503975856,0.134655093806,0.119774140571,0.104864680959,0.089930281946,0.074974511942,0.060000940067,0.045013135417,0.030014666331,0.015009099653
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.240006459816,-0.283882626736,-0.321746253653,-0.355501620439,-0.386207250755,-0.414522718228,-0.440891297124,-0.465627425806,-0.488963384392,-0.511076268643,-0.532104560275,-0.552158812885,-0.571328821361,-0.589688592921,-0.607299891073,-0.624214823097,-0.640477768610,-0.656126843218,-0.671195027192,-0.685711048257,-0.699700080904,-0.713184306708,-0.726183367974,-0.738714738472,-0.750794029052,-0.762435241563,-0.773650981361,-0.784452636361,-0.794850528836,-0.804854044856,-0.814471745263,-0.823711461282,-0.832580377301,-0.841085102835,-0.849231735366,-0.857025915420,-0.864472875017,-0.871577480441,-0.878344270121,-0.884777488278,-0.890881114908,-0.896658892562,-0.902114350346,-0.907250825458,-0.912071482584,-0.916579331391,-0.920777242336,-0.924667960994,-0.928254121053,-0.931538256133,-0.934522810547,-0.937210149118,-0.939602566141,-0.941702293593,-0.943511508640,-0.945032340530,-0.946266876919,-0.947217169690,-0.947885240300,-0.948273084709,-0.948382677921,-0.948215978174,-0.947774930805,-0.947061471819,-0.946077531189,-0.944825035900,-0.943305912773,-0.941522091062,-0.939475504869,-0.937168095368,-0.934601812866,-0.931778618702,-0.928700487005,-0.925369406319,-0.921787381096,-0.917956433076,-0.913878602557,-0.909555949559,-0.904990554898,-0.900184521162,-0.895139973610,-0.889859060988,-0.884343956270,-0.878596857326,-0.872619987532,-0.866415596310,-0.859985959606,-0.853333380323,-0.846460188690,-0.839368742588,-0.832061427822,-0.824540658352,-0.816808876483,-0.808868553004,-0.800722187300,-0.792372307418,-0.783821470105,-0.775072260800,-0.766127293609,-0.756989211239,-0.747660684901,-0.738144414193,-0.728443126949,-0.718559579062,-0.708496554288,-0.698256864019,-0.687843347035,-0.677258869239,-0.666506323360,-0.655588628647,-0.644508730537,-0.633269600304,-0.621874234691,-0.610325655525,-0.598626909317,-0.586781066837,-0.574791222686,-0.562660494842,-0.550392024198,-0.537988974084,-0.525454529772,-0.512791897977,-0.500004306334,-0.487095002869,-0.474067255464,-0.460924351295,-0.447669596278,-0.434306314489,-0.420837847582,-0.407267554197,-0.393598809358,-0.379835003857,-0.365979543639,-0.352035849171,-0.338007354808,-0.323897508146,-0.309709769374,-0.295447610615,-0.281114515262,-0.266713977308,-0.252249500666,-0.237724598493,-0.223142792495,-0.208507612239,-0.193822594453,-0.179091282327,-0.164317224800,-0.149503975856,-0.134655093806,-0.119774140571,-0.104864680959,-0.089930281946,-0.074974511942,-0.060000940067,-0.045013135417,-0.030014666331,-0.015009099653
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
# constraint,norm
# norm_sq,158.000000000000
# dEdt,19.645688287906
# lambda_max,19.643455015624
