A_re,1.318690777514,1.433567463103,1.442994785106,1.358610778588,1.191870507134,0.956113913004,0.666950872332,0.341953720709
A_im,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.318690777514,-1.433567463103,-1.442994785106,-1.358610778588,-1.191870507134,-0.956113913004,-0.666950872332,-0.341953720709
M,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.972926395771
