A_re,0.308260853663,0.363208287506,0.409530690602,0.449572675090,0.484603878632,0.515392014962,0.542436548341,0.566080284028,0.586568746952,0.604084387235,0.618767521195,0.630729784212,0.640063116097,0.646845956896,0.651147632751,0.653031528057,0.652557419990,0.649783219965,0.644766285428,0.637564413738,0.628236596237,0.616843588160,0.603448334666,0.588116282740,0.570915601148,0.551917325326,0.531195440184,0.508826910930,0.484891669935,0.459472566061,0.432655281654,0.404528221518,0.375182377452,0.344711171416,0.313210279927,0.280777442006,0.247512252660,0.213515943763,0.178891153939,0.143741689005,0.108172274332,0.072288300490,0.036195563370
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.308260853663,-0.363208287506,-0.409530690602,-0.449572675090,-0.484603878632,-0.515392014962,-0.542436548341,-0.566080284028,-0.586568746952,-0.604084387235,-0.618767521195,-0.630729784212,-0.640063116097,-0.646845956896,-0.651147632751,-0.653031528057,-0.652557419990,-0.649783219965,-0.644766285428,-0.637564413738,-0.628236596237,-0.616843588160,-0.603448334666,-0.588116282740,-0.570915601148,-0.551917325326,-0.531195440184,-0.508826910930,-0.484891669935,-0.459472566061,-0.432655281654,-0.404528221518,-0.375182377452,-0.344711171416,-0.313210279927,-0.280777442006,-0.247512252660,-0.213515943763,-0.178891153939,-0.143741689005,-0.108172274332,-0.072288300490,-0.036195563370
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.998600942341
