A_re,0.267205098352,0.315165035969,0.355860064887,0.391345296316,0.422740953713,0.450729257114,0.475757160644,0.498133230621,0.518079230132,0.535759856435,0.551300962124,0.564801273557,0.576340229612,0.585983398671,0.593786325484,0.599797326581,0.604059561560,0.606612593238,0.607493579015,0.606738190865,0.604381331989,0.600457698620,0.595002222038,0.588050416621,0.579638653172,0.569804372060,0.558586247315,0.546024310292,0.532160039625,0.517036422826,0.500697993776,0.483190849550,0.464562649385,0.444862598099,0.424141415890,0.402451296132,0.379845852541,0.356380056906,0.332110168397,0.307093655364,0.281389110422,0.255056159540,0.228155365791,0.200748128350,0.172896577285,0.144663464672,0.116112052488,0.087305997749,0.058309235327,0.029185858836
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.267205098352,-0.315165035969,-0.355860064887,-0.391345296316,-0.422740953713,-0.450729257114,-0.475757160644,-0.498133230621,-0.518079230132,-0.535759856435,-0.551300962124,-0.564801273557,-0.576340229612,-0.585983398671,-0.593786325484,-0.599797326581,-0.604059561560,-0.606612593238,-0.607493579015,-0.606738190865,-0.604381331989,-0.600457698620,-0.595002222038,-0.588050416621,-0.579638653172,-0.569804372060,-0.558586247315,-0.546024310292,-0.532160039625,-0.517036422826,-0.500697993776,-0.483190849550,-0.464562649385,-0.444862598099,-0.424141415890,-0.402451296132,-0.379845852541,-0.356380056906,-0.332110168397,-0.307093655364,-0.281389110422,-0.255056159540,-0.228155365791,-0.200748128350,-0.172896577285,-0.144663464672,-0.116112052488,-0.087305997749,-0.058309235327,-0.029185858836
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.998949586833
