A_re,0.235796119410,0.278313430665,0.314544682803,0.346317210412,0.374631690508,0.400100724570,0.423127864461,0.443993199319,0.462898949930,0.479995766207,0.495398849353,0.509198326718,0.521466196937,0.532261133935,0.541631902843,0.549619846680,0.556260733454,0.561586152299,0.565624584712,0.568402237237,0.569943695910,0.570272445441,0.569411284260,0.567382658291,0.564208930540,0.559912599355,0.554516475222,0.548043823698,0.540518480403,0.531964942763,0.522408442218,0.511874999861,0.500391467953,0.487985559241,0.474685865736,0.460521868253,0.445523937870,0.429723330209,0.413152173376,0.395843450217,0.377830975486,0.359149368452,0.339834021373,0.319921064248,0.299447326207,0.278450293833,0.256968066742,0.235039310645,0.212703208173,0.189999407656,0.166967970097,0.143649314515,0.120084161860,0.096313477667,0.072378413625,0.048320248229,0.024180326648
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.235796119410,-0.278313430665,-0.314544682803,-0.346317210412,-0.374631690508,-0.400100724570,-0.423127864461,-0.443993199319,-0.462898949930,-0.479995766207,-0.495398849353,-0.509198326718,-0.521466196937,-0.532261133935,-0.541631902843,-0.549619846680,-0.556260733454,-0.561586152299,-0.565624584712,-0.568402237237,-0.569943695910,-0.570272445441,-0.569411284260,-0.567382658291,-0.564208930540,-0.559912599355,-0.554516475223,-0.548043823698,-0.540518480403,-0.531964942763,-0.522408442218,-0.511874999861,-0.500391467953,-0.487985559241,-0.474685865736,-0.460521868253,-0.445523937870,-0.429723330209,-0.413152173376,-0.395843450217,-0.377830975486,-0.359149368452,-0.339834021373,-0.319921064248,-0.299447326207,-0.278450293833,-0.256968066742,-0.235039310645,-0.212703208173,-0.189999407656,-0.166967970097,-0.143649314515,-0.120084161860,-0.096313477667,-0.072378413625,-0.048320248229,-0.024180326648
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.999182430232
