A_re,-1.112311471926,-1.241390560497,-1.298388064797,-1.290971248932,-1.224994706955,-1.106483456904,-0.942309581276,-0.740367873031,-0.509511796163,-0.259356174414
A_im,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,1.112311471926,1.241390560497,1.298388064797,1.290971248932,1.224994706955,1.106483456904,0.942309581276,0.740367873031,0.509511796163,0.259356174414
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.981076955650
