A_re,0.322412905674,0.379732048623,0.427933922838,0.469460632382,0.505631461188,0.537242168791,0.564809314244,0.588686905689,0.609128455856,0.626322719439,0.640415563949,0.651524012707,0.659745617154,0.665164911925,0.667857976147,0.667895723800,0.665346315881,0.660276949780,0.652755196455,0.642850002148,0.630632436203,0.616176243133,0.599558241116,0.580858598028,0.560161008354,0.537552788709,0.513124905702,0.486971946881,0.459192043331,0.429886750834,0.399160895270,0.367122386993,0.333882008186,0.299553176638,0.264251688959,0.228095445891,0.191204162132,0.153699062827,0.115702568776,0.077337972194,0.038729104817
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.322412905674,-0.379732048623,-0.427933922838,-0.469460632382,-0.505631461188,-0.537242168791,-0.564809314244,-0.588686905689,-0.609128455856,-0.626322719439,-0.640415563949,-0.651524012707,-0.659745617154,-0.665164911925,-0.667857976147,-0.667895723800,-0.665346315881,-0.660276949780,-0.652755196455,-0.642850002148,-0.630632436203,-0.616176243133,-0.599558241116,-0.580858598028,-0.560161008354,-0.537552788709,-0.513124905702,-0.486971946881,-0.459192043331,-0.429886750834,-0.399160895270,-0.367122386993,-0.333882008186,-0.299553176638,-0.264251688959,-0.228095445891,-0.191204162132,-0.153699062827,-0.115702568776,-0.077337972194,-0.038729104817
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.998469096514
