A_re,-0.858451846839,-0.933235188456,-0.939372261774,-0.884439287740,-0.775893375073,-0.622418665848,-0.434177001817,-0.222607762245
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,0.858451846839,0.933235188456,0.939372261774,0.884439287740,0.775893375073,0.622418665848,0.434177001817,0.222607762245
M,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9
# constraint,norm
# norm_sq,9.000000000000
# dEdt,0.591898548689
# lambda_max,0.575873721638
