A_re,0.692873365916,0.796333108644,0.868043168278,0.912450476835,0.931987560905,0.928357233408,0.903045128601,0.857552848308,0.793509195345,0.712720177390,0.617184560612,0.509088166832,0.390784098983,0.264763215064,0.133617722948
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.692873365916,-0.796333108644,-0.868043168278,-0.912450476835,-0.931987560905,-0.928357233408,-0.903045128601,-0.857552848308,-0.793509195345,-0.712720177390,-0.617184560612,-0.509088166832,-0.390784098983,-0.264763215064,-0.133617722948
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
# constraint,norm
# norm_sq,16.000000000000
# dEdt,1.052264086558
# lambda_max,1.042215861053
