A_re,0.469224221872,0.552251175324,0.621759218480,0.681276549593,0.732701380762,0.777173974251,0.815432026588,0.847980275676,0.875180689247,0.897304375890,0.914563330363,0.927130794091,0.935154820205,0.938767591063,0.938091974982,0.933246226609,0.924347401170,0.911513853325,0.894867068351,0.874532995189,0.850642999971,0.823334524707,0.792751512721,0.759044646460,0.722371432047,0.682896156939,0.640789741250,0.596229499063,0.549398822910,0.500486802282,0.449687785234,0.397200890869,0.343229479404,0.287980585773,0.231664322103,0.174493253896,0.116681754408,0.058445341373
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.469224221872,-0.552251175324,-0.621759218480,-0.681276549593,-0.732701380762,-0.777173974251,-0.815432026588,-0.847980275676,-0.875180689247,-0.897304375890,-0.914563330363,-0.927130794091,-0.935154820205,-0.938767591063,-0.938091974982,-0.933246226609,-0.924347401170,-0.911513853325,-0.894867068351,-0.874532995189,-0.850642999971,-0.823334524707,-0.792751512720,-0.759044646460,-0.722371432047,-0.682896156939,-0.640789741250,-0.596229499063,-0.549398822910,-0.500486802282,-0.449687785234,-0.397200890869,-0.343229479404,-0.287980585773,-0.231664322103,-0.174493253896,-0.116681754408,-0.058445341373
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
# constraint,norm
# norm_sq,39.000000000000
# dEdt,2.564893710985
# lambda_max,2.560362575519
