A_re,0.230209670070,0.272309250126,0.308650998406,0.341062562214,0.370560265857,0.397777689524,0.423140875887,0.446952232870,0.469435313411,0.490760694170,0.511061874083,0.530445527813,0.548998385527,0.566792003497,0.583886165446,0.600331366132,0.616170662640,0.631441079521,0.646174692453,0.660399475911,0.674139974717,0.687417842184,0.700252275838,0.712660373561,0.724657427194,0.736257166515,0.747471963439,0.758313004099,0.768790434744,0.778913486172,0.788690580412,0.798129422667,0.807237080907,0.816020055093,0.824484337621,0.832635466312,0.840478571036,0.848018414876,0.855259430595,0.862205753033,0.868861247989,0.875229538023,0.881314025579,0.887117913759,0.892644225023,0.897895818072,0.902875403114,0.907585555699,0.912028729285,0.916207266671,0.920123410411,0.923779312331,0.927177042221,0.930318595804,0.933205902039,0.935840829830,0.938225194196,0.940360761953,0.942249256947,0.943892364887,0.945291737810,0.946448998209,0.947365742849,0.948043546310,0.948483964263,0.948688536513,0.948658789825,0.948396240544,0.947902397032,0.947178761935,0.946226834288,0.945048111475,0.943644091051,0.942016272439,0.940166158508,0.938095257041,0.935805082101,0.933297155302,0.930573006992,0.927634177346,0.924482217390,0.921118689945,0.917545170507,0.913763248054,0.909774525804,0.905580621905,0.901183170078,0.896583820203,0.891784238866,0.886786109848,0.881591134581,0.876201032562,0.870617541719,0.864842418755,0.858877439443,0.852724398901,0.846385111820,0.839861412679,0.833155155916,0.826268216085,0.819202487975,0.811959886711,0.804542347832,0.796951827343,0.789190301743,0.781259768039,0.773162243736,0.764899766805,0.756474395639,0.747888208983,0.739143305858,0.730241805458,0.721185847036,0.711977589776,0.702619212648,0.693112914249,0.683460912633,0.673665445126,0.663728768125,0.653653156895,0.643440905341,0.633094325779,0.622615748694,0.612007522480,0.601272013183,0.590411604222,0.579428696104,0.568325706138,0.557105068127,0.545769232057,0.534320663785,0.522761844705,0.511095271419,0.499323455391,0.487448922598,0.475474213179,0.463401881064,0.451234493611,0.438974631227,0.426624886987,0.414187866245,0.401666186241,0.389062475704,0.376379374445,0.363619532948,0.350785611958,0.337880282059,0.324906223254,0.311866124534,0.298762683447,0.285598605664,0.272376604536,0.259099400654,0.245769721399,0.232390300495,0.218963877551,0.205493197609,0.191981010684,0.178430071298,0.164843138022,0.151222973002,0.137572341495,0.123894011396,0.110190752764,0.096465337347,0.082720538105,0.068959128733,0.055183883178,0.041397575161,0.027602977694,0.013802862593
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.230209670070,-0.272309250126,-0.308650998406,-0.341062562214,-0.370560265857,-0.397777689524,-0.423140875887,-0.446952232870,-0.469435313411,-0.490760694170,-0.511061874083,-0.530445527813,-0.548998385527,-0.566792003497,-0.583886165446,-0.600331366132,-0.616170662640,-0.631441079521,-0.646174692453,-0.660399475911,-0.674139974717,-0.687417842184,-0.700252275838,-0.712660373561,-0.724657427194,-0.736257166515,-0.747471963439,-0.758313004099,-0.768790434744,-0.778913486172,-0.788690580412,-0.798129422667,-0.807237080907,-0.816020055093,-0.824484337621,-0.832635466312,-0.840478571036,-0.848018414876,-0.855259430595,-0.862205753033,-0.868861247989,-0.875229538023,-0.881314025579,-0.887117913759,-0.892644225023,-0.897895818072,-0.902875403114,-0.907585555699,-0.912028729285,-0.916207266671,-0.920123410411,-0.923779312331,-0.927177042221,-0.930318595804,-0.933205902039,-0.935840829830,-0.938225194197,-0.940360761953,-0.942249256947,-0.943892364887,-0.945291737810,-0.946448998209,-0.947365742849,-0.948043546310,-0.948483964263,-0.948688536513,-0.948658789825,-0.948396240544,-0.947902397032,-0.947178761935,-0.946226834288,-0.945048111475,-0.943644091051,-0.942016272439,-0.940166158508,-0.938095257041,-0.935805082101,-0.933297155302,-0.930573006992,-0.927634177346,-0.924482217390,-0.921118689945,-0.917545170507,-0.913763248054,-0.909774525804,-0.905580621905,-0.901183170078,-0.896583820203,-0.891784238866,-0.886786109848,-0.881591134581,-0.876201032562,-0.870617541719,-0.864842418755,-0.858877439443,-0.852724398901,-0.846385111820,-0.839861412679,-0.833155155916,-0.826268216085,-0.819202487975,-0.811959886711,-0.804542347832,-0.796951827343,-0.789190301743,-0.781259768039,-0.773162243736,-0.764899766805,-0.756474395639,-0.747888208983,-0.739143305858,-0.730241805458,-0.721185847036,-0.711977589776,-0.702619212648,-0.693112914249,-0.683460912633,-0.673665445126,-0.663728768125,-0.653653156895,-0.643440905341,-0.633094325779,-0.622615748694,-0.612007522480,-0.601272013183,-0.590411604222,-0.579428696104,-0.568325706138,-0.557105068127,-0.545769232057,-0.534320663785,-0.522761844705,-0.511095271419,-0.499323455391,-0.487448922598,-0.475474213179,-0.463401881064,-0.451234493611,-0.438974631227,-0.426624886987,-0.414187866245,-0.401666186241,-0.389062475704,-0.376379374445,-0.363619532948,-0.350785611958,-0.337880282059,-0.324906223254,-0.311866124534,-0.298762683447,-0.285598605664,-0.272376604536,-0.259099400654,-0.245769721399,-0.232390300495,-0.218963877551,-0.205493197609,-0.191981010684,-0.178430071298,-0.164843138022,-0.151222973002,-0.137572341495,-0.123894011396,-0.110190752764,-0.096465337347,-0.082720538105,-0.068959128733,-0.055183883178,-0.041397575161,-0.027602977694,-0.013802862593
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172
# constraint,norm
# norm_sq,172.000000000000
# dEdt,11.311838930498
# lambda_max,11.310752202207
