A_re,0.499689583227,0.587159829261,0.659631828336,0.720802708232,0.772644681345,0.816333405756,0.852626023734,0.882041424004,0.904955994522,0.921658653993,0.932384426796,0.937335894763,0.936697400490,0.930644706666,0.919351688560,0.902995018803,0.881757449186,0.855830082963,0.825413901025,0.790720722835,0.751973729334,0.709407639440,0.663268607558,0.613813892893,0.561311339693,0.506038699268,0.448282818711,0.388338716899,0.326508565212,0.263100588047,0.198427896434,0.132807266743,0.066557875432
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.499689583227,-0.587159829261,-0.659631828336,-0.720802708232,-0.772644681345,-0.816333405756,-0.852626023734,-0.882041424004,-0.904955994522,-0.921658653993,-0.932384426796,-0.937335894763,-0.936697400490,-0.930644706666,-0.919351688560,-0.902995018803,-0.881757449186,-0.855830082963,-0.825413901025,-0.790720722835,-0.751973729334,-0.709407639440,-0.663268607558,-0.613813892893,-0.561311339693,-0.506038699268,-0.448282818711,-0.388338716899,-0.326508565212,-0.263100588047,-0.198427896434,-0.132807266743,-0.066557875432
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
# constraint,norm
# norm_sq,34.000000000000
# dEdt,2.236061183936
# lambda_max,2.230916606597
