A_re,0.281516327447,0.332877953103,0.377120689172,0.416470343640,0.452161351318,0.484960780712,0.515382493818,0.543789670315,0.570449506238,0.595564812443,0.619293418771,0.641760682602,0.663067877650,0.683298007962,0.702519950982,0.720791481042,0.738161521826,0.754671855002,0.770358437158,0.785252429310,0.799381012011,0.812768038113,0.825434560945,0.837399265733,0.848678825014,0.859288193744,0.869240856115,0.878549033346,0.887223859722,0.895275532554,0.902713440619,0.909546274700,0.915782123151,0.921428554866,0.926492691597,0.930981271217,0.934900703238,0.938257117701,0.941056408341,0.943304270793,0.945006236506,0.946167702896,0.946793960218,0.946890215552,0.946461614237,0.945513259066,0.944050227479,0.942077586976,0.939600408955,0.936623781116,0.933152818604,0.929192673997,0.924748546262,0.919825688774,0.914429416483,0.908565112310,0.902238232839,0.895454313361,0.888218972333,0.880537915294,0.872416938280,0.863861930783,0.854878878285,0.845473864397,0.835653072637,0.825422787866,0.814789397411,0.803759391893,0.792339365780,0.780536017681,0.768356150407,0.755806670794,0.742894589322,0.729627019533,0.716011177254,0.702054379652,0.687764044112,0.673147686962,0.658212922046,0.642967459152,0.627419102308,0.611575747951,0.595445382971,0.579036082643,0.562356008445,0.545413405779,0.528216601585,0.510774001869,0.493094089136,0.475185419739,0.457056621150,0.438716389153,0.420173484965,0.401436732285,0.382515014284,0.363417270530,0.344152493850,0.324729727147,0.305158060157,0.285446626157,0.265604598637,0.245641187915,0.225565637722,0.205387221748,0.185115240147,0.164759016020,0.144327891859,0.123831225972,0.103278388879,0.082678759685,0.062041722439,0.041376662469,0.020692962706
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.281516327447,-0.332877953103,-0.377120689172,-0.416470343640,-0.452161351318,-0.484960780712,-0.515382493818,-0.543789670315,-0.570449506238,-0.595564812443,-0.619293418771,-0.641760682602,-0.663067877650,-0.683298007962,-0.702519950982,-0.720791481042,-0.738161521826,-0.754671855002,-0.770358437158,-0.785252429310,-0.799381012011,-0.812768038113,-0.825434560945,-0.837399265733,-0.848678825014,-0.859288193744,-0.869240856115,-0.878549033346,-0.887223859722,-0.895275532554,-0.902713440619,-0.909546274700,-0.915782123151,-0.921428554866,-0.926492691597,-0.930981271217,-0.934900703238,-0.938257117701,-0.941056408341,-0.943304270793,-0.945006236506,-0.946167702896,-0.946793960218,-0.946890215552,-0.946461614237,-0.945513259066,-0.944050227479,-0.942077586976,-0.939600408955,-0.936623781116,-0.933152818604,-0.929192673997,-0.924748546262,-0.919825688774,-0.914429416483,-0.908565112310,-0.902238232839,-0.895454313361,-0.888218972333,-0.880537915294,-0.872416938280,-0.863861930783,-0.854878878285,-0.845473864397,-0.835653072637,-0.825422787866,-0.814789397411,-0.803759391893,-0.792339365780,-0.780536017681,-0.768356150407,-0.755806670794,-0.742894589322,-0.729627019533,-0.716011177254,-0.702054379652,-0.687764044112,-0.673147686962,-0.658212922046,-0.642967459152,-0.627419102308,-0.611575747951,-0.595445382971,-0.579036082643,-0.562356008445,-0.545413405779,-0.528216601585,-0.510774001869,-0.493094089136,-0.475185419739,-0.457056621150,-0.438716389153,-0.420173484965,-0.401436732285,-0.382515014284,-0.363417270530,-0.344152493850,-0.324729727147,-0.305158060157,-0.285446626157,-0.265604598637,-0.245641187915,-0.225565637722,-0.205387221748,-0.185115240147,-0.164759016020,-0.144327891859,-0.123831225972,-0.103278388879,-0.082678759685,-0.062041722439,-0.041376662469,-0.020692962706
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
# constraint,norm
# norm_sq,114.000000000000
# dEdt,7.497381616726
# lambda_max,7.495756088009
