A_re,0.159371157597,0.188275587389,0.213038995297,0.234908608047,0.254571619181,0.272451721101,0.288830217914,0.303903962888,0.317816244290,0.330674612121,0.342561815242,0.353542845068,0.363669654707,0.372984426303,0.381521896869,0.389311053728,0.396376396080,0.402738890743,0.408416707703,0.413425794176,0.417780328198,0.421493081018,0.424575709471,0.427038993934,0.428893033497,0.430147407138,0.430811307604,0.430893653212,0.430403181575,0.429348528475,0.427738294383,0.425581100661,0.422885637066,0.419660701890,0.415915235806,0.411658350320,0.406899351550,0.401647759958,0.395913326540,0.389706045906,0.383036166613,0.375914199066,0.368350921240,0.360357382473,0.351944905492,0.343125086882,0.333909796112,0.324311173268,0.314341625603,0.304013823004,0.293340692464,0.282335411647,0.271011401614,0.259382318770,0.247462046107,0.235264683785,0.222804539101,0.210096115900,0.197154103470,0.183993364950,0.170628925307,0.157075958897,0.143349776664,0.129465812995,0.115439612258,0.101286815074,0.087023144324,0.072664390933,0.058226399461,0.043725053506,0.029176260974,0.014595939202
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.159371157597,-0.188275587389,-0.213038995297,-0.234908608047,-0.254571619181,-0.272451721101,-0.288830217914,-0.303903962888,-0.317816244290,-0.330674612121,-0.342561815242,-0.353542845068,-0.363669654707,-0.372984426303,-0.381521896869,-0.389311053728,-0.396376396080,-0.402738890743,-0.408416707703,-0.413425794176,-0.417780328198,-0.421493081018,-0.424575709471,-0.427038993934,-0.428893033497,-0.430147407138,-0.430811307604,-0.430893653212,-0.430403181575,-0.429348528475,-0.427738294383,-0.425581100661,-0.422885637066,-0.419660701890,-0.415915235806,-0.411658350320,-0.406899351550,-0.401647759958,-0.395913326540,-0.389706045906,-0.383036166613,-0.375914199066,-0.368350921240,-0.360357382473,-0.351944905492,-0.343125086882,-0.333909796112,-0.324311173268,-0.314341625603,-0.304013823004,-0.293340692464,-0.282335411647,-0.271011401614,-0.259382318770,-0.247462046107,-0.235264683785,-0.222804539101,-0.210096115900,-0.197154103470,-0.183993364950,-0.170628925307,-0.157075958897,-0.143349776664,-0.129465812995,-0.115439612258,-0.101286815074,-0.087023144324,-0.072664390933,-0.058226399461,-0.043725053506,-0.029176260974,-0.014595939202
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.999478693097
