A_re,0.279219992168,0.328787840290,0.370413699080,0.406207690966,0.437308282211,0.464401263575,0.487931306262,0.508202954328,0.525434343586,0.539788132986,0.551390430161,0.560342939427,0.566731065442,0.570629490342,0.572106110165,0.571224869605,0.568047834944,0.562636726177,0.555054055939,0.545363976270,0.533632903808,0.519929973773,0.504327359280,0.486900482982,0.467728141303,0.446892556702,0.424479369945,0.400577581801,0.375279451682,0.348680359336,0.320878634662,0.291975359847,0.262074147469,0.231280897680,0.199703537243,0.167451742868,0.134636651111,0.101370556867,0.067766602370,0.033938458490
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.279219992168,-0.328787840290,-0.370413699080,-0.406207690966,-0.437308282211,-0.464401263575,-0.487931306262,-0.508202954328,-0.525434343586,-0.539788132986,-0.551390430161,-0.560342939427,-0.566731065442,-0.570629490342,-0.572106110165,-0.571224869605,-0.568047834944,-0.562636726177,-0.555054055939,-0.545363976270,-0.533632903808,-0.519929973773,-0.504327359280,-0.486900482982,-0.467728141303,-0.446892556702,-0.424479369945,-0.400577581801,-0.375279451682,-0.348680359336,-0.320878634662,-0.291975359847,-0.262074147469,-0.231280897680,-0.199703537243,-0.167451742868,-0.134636651111,-0.101370556867,-0.067766602370,-0.033938458490
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.998396067519
