A_re,0.675447336084,0.776305026761,0.846211551002,0.889501998785,0.908547717727,0.905008694354,0.880333198651,0.835985066586,0.773552135960,0.694794992668,0.601662133147,0.496284404964,0.380955729613,0.258104319065,0.130257186173
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.675447336084,-0.776305026761,-0.846211551002,-0.889501998785,-0.908547717727,-0.905008694354,-0.880333198651,-0.835985066586,-0.773552135960,-0.694794992668,-0.601662133147,-0.496284404964,-0.380955729613,-0.258104319065,-0.130257186173
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.990450851993
