A_re,-1.115815273281,-1.213018622625,-1.220995587398,-1.149593735728,-1.008505813729,-0.809019464849,-0.564343045820,-0.289345455985
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,1.115815273281,1.213018622625,1.220995587398,1.149593735728,1.008505813729,0.809019464849,0.564343045820,0.289345455985
M,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.972926395771
