A_re,0.073080281400,0.086441344990,0.097972328449,0.108253153908,0.117606209932,0.126232401675,0.134266767586,0.141805112128,0.148918219355,0.155660066704,0.162072870888,0.168190341962,0.174039866583,0.179644021840,0.185021654516,0.190188669089,0.195158615073,0.199943132780,0.204552297076,0.208994886246,0.213278594992,0.217410205099,0.221395723604,0.225240495730,0.228949297973,0.232526415452,0.235975706642,0.239300657919,0.242504429805,0.245589896400,0.248559679192,0.251416176188,0.254161587130,0.256797935429,0.259327087305,0.261750768574,0.264070579411,0.266288007383,0.268404438995,0.270421169944,0.272339414255,0.274160312451,0.275884938861,0.277514308195,0.279049381449,0.280491071245,0.281840246654,0.283097737560,0.284264338632,0.285340812925,0.286327895169,0.287226294762,0.288036698508,0.288759773129,0.289396167550,0.289946515016,0.290411435021,0.290791535088,0.291087412408,0.291299655349,0.291428844847,0.291475555694,0.291440357719,0.291323816888,0.291126496319,0.290848957217,0.290491759744,0.290055463822,0.289540629880,0.288947819537,0.288277596245,0.287530525879,0.286707177282,0.285808122771,0.284833938607,0.283785205424,0.282662508630,0.281466438775,0.280197591888,0.278856569793,0.277443980390,0.275960437922,0.274406563211,0.272782983881,0.271090334551,0.269329257021,0.267500400427,0.265604421392,0.263641984153,0.261613760674,0.259520430747,0.257362682076,0.255141210354,0.252856719320,0.250509920811,0.248101534796,0.245632289409,0.243102920962,0.240514173955,0.237866801072,0.235161563172,0.232399229270,0.229580576510,0.226706390130,0.223777463417,0.220794597663,0.217758602105,0.214670293862,0.211530497866,0.208340046789,0.205099780958,0.201810548271,0.198473204103,0.195088611212,0.191657639630,0.188181166563,0.184660076272,0.181095259962,0.177487615660,0.173838048085,0.170147468528,0.166416794709,0.162646950647,0.158838866519,0.154993478514,0.151111728684,0.147194564800,0.143242940192,0.139257813596,0.135240148993,0.131190915446,0.127111086938,0.123001642201,0.118863564548,0.114697841700,0.110505465610,0.106287432288,0.102044741621,0.097778397190,0.093489406091,0.089178778747,0.084847528722,0.080496672532,0.076127229455,0.071740221343,0.067336672421,0.062917609102,0.058484059784,0.054037054657,0.049577625504,0.045106805499,0.040625629011,0.036135131401,0.031636348820,0.027130318005,0.022618076077,0.018100660335,0.013579108054,0.009054456275,0.004527741603
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.073080281400,-0.086441344990,-0.097972328449,-0.108253153908,-0.117606209932,-0.126232401675,-0.134266767586,-0.141805112128,-0.148918219355,-0.155660066704,-0.162072870888,-0.168190341962,-0.174039866583,-0.179644021840,-0.185021654516,-0.190188669089,-0.195158615073,-0.199943132780,-0.204552297076,-0.208994886246,-0.213278594992,-0.217410205099,-0.221395723604,-0.225240495730,-0.228949297973,-0.232526415452,-0.235975706642,-0.239300657919,-0.242504429805,-0.245589896400,-0.248559679192,-0.251416176188,-0.254161587130,-0.256797935429,-0.259327087305,-0.261750768574,-0.264070579411,-0.266288007383,-0.268404438995,-0.270421169944,-0.272339414255,-0.274160312451,-0.275884938861,-0.277514308195,-0.279049381449,-0.280491071245,-0.281840246654,-0.283097737560,-0.284264338632,-0.285340812925,-0.286327895169,-0.287226294762,-0.288036698508,-0.288759773129,-0.289396167550,-0.289946515016,-0.290411435021,-0.290791535088,-0.291087412408,-0.291299655349,-0.291428844847,-0.291475555694,-0.291440357719,-0.291323816888,-0.291126496319,-0.290848957217,-0.290491759744,-0.290055463822,-0.289540629880,-0.288947819537,-0.288277596245,-0.287530525879,-0.286707177282,-0.285808122771,-0.284833938607,-0.283785205424,-0.282662508630,-0.281466438775,-0.280197591888,-0.278856569793,-0.277443980390,-0.275960437922,-0.274406563211,-0.272782983881,-0.271090334551,-0.269329257021,-0.267500400427,-0.265604421392,-0.263641984153,-0.261613760674,-0.259520430747,-0.257362682076,-0.255141210354,-0.252856719320,-0.250509920811,-0.248101534796,-0.245632289409,-0.243102920962,-0.240514173955,-0.237866801072,-0.235161563172,-0.232399229270,-0.229580576510,-0.226706390130,-0.223777463417,-0.220794597663,-0.217758602105,-0.214670293862,-0.211530497866,-0.208340046789,-0.205099780958,-0.201810548271,-0.198473204103,-0.195088611212,-0.191657639630,-0.188181166563,-0.184660076272,-0.181095259962,-0.177487615660,-0.173838048085,-0.170147468528,-0.166416794709,-0.162646950647,-0.158838866519,-0.154993478514,-0.151111728684,-0.147194564800,-0.143242940192,-0.139257813596,-0.135240148993,-0.131190915446,-0.127111086938,-0.123001642201,-0.118863564548,-0.114697841700,-0.110505465610,-0.106287432288,-0.102044741621,-0.097778397190,-0.093489406091,-0.089178778747,-0.084847528722,-0.080496672532,-0.076127229455,-0.071740221343,-0.067336672421,-0.062917609102,-0.058484059784,-0.054037054657,-0.049577625504,-0.045106805499,-0.040625629011,-0.036135131401,-0.031636348820,-0.027130318005,-0.022618076077,-0.018100660335,-0.013579108054,-0.009054456275,-0.004527741603
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.999890481642
