A_re,0.086365768117,0.102142458749,0.115747780379,0.127866066742,0.138877384133,0.149018304603,0.158447622835,0.167277821814,0.175591863518,0.183452890583,0.190910185275,0.198003011746,0.204763193468,0.211216900030,0.217385920753,0.223288594401,0.228940502000,0.234354992537,0.239543588260,0.244516301622,0.249281886298,0.253848038263,0.258221558558,0.262408486276,0.266414208167,0.270243549677,0.273900851125,0.277390031869,0.280714644691,0.283877922158,0.286882816359,0.289732033129,0.292428061665,0.294973200268,0.297369578812,0.299619178418,0.301723848763,0.303685323341,0.305505232977,0.307185117814,0.308726437988,0.310130583159,0.311398881026,0.312532604977,0.313532980954,0.314401193639,0.315138392035,0.315745694511,0.316224193362,0.316574958958,0.316799043490,0.316897484395,0.316871307456,0.316721529638,0.316449161660,0.316055210357,0.315540680819,0.314906578353,0.314153910273,0.313283687537,0.312296926231,0.311194648936,0.309977885971,0.308647676516,0.307205069655,0.305651125299,0.303986915047,0.302213522950,0.300332046209,0.298343595800,0.296249297037,0.294050290077,0.291747730361,0.289342789014,0.286836653186,0.284230526353,0.281525628575,0.278723196709,0.275824484587,0.272830763162,0.269743320609,0.266563462406,0.263292511380,0.259931807718,0.256482708964,0.252946589978,0.249324842878,0.245618876952,0.241830118560,0.237960010998,0.234010014355,0.229981605347,0.225876277131,0.221695539104,0.217440916682,0.213113951067,0.208716198995,0.204249232473,0.199714638500,0.195114018775,0.190448989390,0.185721180515,0.180932236068,0.176083813376,0.171177582821,0.166215227483,0.161198442765,0.156128936013,0.151008426126,0.145838643160,0.140621327918,0.135358231535,0.130051115059,0.124701749018,0.119311912985,0.113883395133,0.108417991788,0.102917506972,0.097383751944,0.091818544728,0.086223709650,0.080601076852,0.074952481819,0.069279764890,0.063584770769,0.057869348033,0.052135348636,0.046384627407,0.040619041550,0.034840450136,0.029050713598,0.023251693220,0.017445250623,0.011633247252,0.005817543862
A_im,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.086365768117,-0.102142458749,-0.115747780379,-0.127866066742,-0.138877384133,-0.149018304603,-0.158447622835,-0.167277821814,-0.175591863518,-0.183452890583,-0.190910185275,-0.198003011746,-0.204763193468,-0.211216900030,-0.217385920753,-0.223288594401,-0.228940502000,-0.234354992537,-0.239543588260,-0.244516301622,-0.249281886298,-0.253848038263,-0.258221558558,-0.262408486276,-0.266414208167,-0.270243549677,-0.273900851125,-0.277390031869,-0.280714644691,-0.283877922158,-0.286882816359,-0.289732033129,-0.292428061665,-0.294973200268,-0.297369578812,-0.299619178418,-0.301723848763,-0.303685323341,-0.305505232977,-0.307185117814,-0.308726437988,-0.310130583159,-0.311398881026,-0.312532604977,-0.313532980954,-0.314401193639,-0.315138392035,-0.315745694511,-0.316224193362,-0.316574958958,-0.316799043490,-0.316897484395,-0.316871307456,-0.316721529638,-0.316449161660,-0.316055210357,-0.315540680819,-0.314906578353,-0.314153910273,-0.313283687537,-0.312296926231,-0.311194648936,-0.309977885971,-0.308647676516,-0.307205069655,-0.305651125299,-0.303986915047,-0.302213522950,-0.300332046209,-0.298343595800,-0.296249297037,-0.294050290077,-0.291747730361,-0.289342789014,-0.286836653186,-0.284230526353,-0.281525628575,-0.278723196709,-0.275824484587,-0.272830763162,-0.269743320609,-0.266563462406,-0.263292511380,-0.259931807718,-0.256482708964,-0.252946589978,-0.249324842878,-0.245618876952,-0.241830118560,-0.237960010998,-0.234010014355,-0.229981605347,-0.225876277131,-0.221695539104,-0.217440916682,-0.213113951067,-0.208716198995,-0.204249232473,-0.199714638500,-0.195114018775,-0.190448989390,-0.185721180515,-0.180932236068,-0.176083813376,-0.171177582821,-0.166215227483,-0.161198442765,-0.156128936013,-0.151008426126,-0.145838643160,-0.140621327918,-0.135358231535,-0.130051115059,-0.124701749018,-0.119311912985,-0.113883395133,-0.108417991788,-0.102917506972,-0.097383751944,-0.091818544728,-0.086223709650,-0.080601076852,-0.074952481819,-0.069279764890,-0.063584770769,-0.057869348033,-0.052135348636,-0.046384627407,-0.040619041550,-0.034840450136,-0.029050713598,-0.023251693220,-0.017445250623,-0.011633247252,-0.005817543862
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.999847028448
