A_re,0.128369911359,0.151735272188,0.171818854678,0.189631461928,0.205732207100,0.220467418755,0.234068254725,0.246697418399,0.258474074394,0.269488236649,0.279809600493,0.289493233751,0.298583391831,0.307116160658,0.315121339196,0.322623812607,0.329644574760,0.336201503479,0.342309957753,0.347983244356,0.353232987060,0.358069422117,0.362501637172,0.366537766234,0.370185150139,0.373450469631,0.376339856496,0.378858986982,0.381013160765,0.382807368061,0.384246346938,0.385334632462,0.386076599005,0.386476496803,0.386538483616,0.386266652240,0.385665054446,0.384737721855,0.383488684158,0.381921985029,0.380041696023,0.377851928711,0.375356845260,0.372560667642,0.369467685621,0.366082263652,0.362408846820,0.358451965897,0.354216241621,0.349706388265,0.344927216563,0.339883636058,0.334580656911,0.329023391226,0.323217053934,0.317166963257,0.310878540802,0.304357311304,0.297608902045,0.290639041970,0.283453560531,0.276058386266,0.268459545141,0.260663158656,0.252675441756,0.244502700525,0.236151329713,0.227627810077,0.218938705563,0.210090660338,0.201090395673,0.191944706696,0.182660459019,0.173244585244,0.163704081359,0.154046003033,0.144277461812,0.134405621224,0.124437692806,0.114380932042,0.104242634242,0.094030130344,0.083750782662,0.073411980575,0.063021136166,0.052585679816,0.042113055758,0.031610717591,0.021086123771,0.010546733067
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.128369911359,-0.151735272188,-0.171818854678,-0.189631461928,-0.205732207100,-0.220467418755,-0.234068254725,-0.246697418399,-0.258474074394,-0.269488236649,-0.279809600493,-0.289493233751,-0.298583391831,-0.307116160658,-0.315121339196,-0.322623812607,-0.329644574760,-0.336201503479,-0.342309957753,-0.347983244356,-0.353232987060,-0.358069422117,-0.362501637172,-0.366537766234,-0.370185150139,-0.373450469631,-0.376339856496,-0.378858986982,-0.381013160765,-0.382807368061,-0.384246346938,-0.385334632462,-0.386076599005,-0.386476496803,-0.386538483616,-0.386266652240,-0.385665054446,-0.384737721855,-0.383488684158,-0.381921985029,-0.380041696023,-0.377851928711,-0.375356845260,-0.372560667642,-0.369467685621,-0.366082263652,-0.362408846820,-0.358451965897,-0.354216241621,-0.349706388265,-0.344927216563,-0.339883636058,-0.334580656911,-0.329023391226,-0.323217053934,-0.317166963257,-0.310878540802,-0.304357311304,-0.297608902045,-0.290639041970,-0.283453560531,-0.276058386266,-0.268459545141,-0.260663158656,-0.252675441756,-0.244502700525,-0.236151329713,-0.227627810077,-0.218938705563,-0.210090660338,-0.201090395673,-0.191944706696,-0.182660459019,-0.173244585244,-0.163704081359,-0.154046003033,-0.144277461812,-0.134405621224,-0.124437692806,-0.114380932042,-0.104242634242,-0.094030130344,-0.083750782662,-0.073411980575,-0.063021136166,-0.052585679816,-0.042113055758,-0.031610717591,-0.021086123771,-0.010546733067
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
# constraint,power
# norm_sq,15.205308443375
# dEdt,1.000000000000
# lambda_max,0.999661913307
