A_re,0.522867406321,0.592714743271,0.633802127622,0.649477662688,0.641848673466,0.612742139171,0.564071332982,0.497983008397,0.416904976422,0.323540839800,0.220833275243,0.111907224387
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.522867406321,-0.592714743271,-0.633802127622,-0.649477662688,-0.641848673466,-0.612742139171,-0.564071332982,-0.497983008397,-0.416904976422,-0.323540839800,-0.220833275243,-0.111907224387
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.493009056426
