A_re,0.053197033801,0.062917058935,0.071301153995,0.078771014497,0.085560907284,0.091816700603,0.097636344303,0.103089252673,0.108226647871,0.113087536612,0.117702381346,0.122095467485,0.126286491459,0.130291661680,0.134124483356,0.137796331411,0.141316877454,0.144694413778,0.147936103162,0.151048174241,0.154036076234,0.156904602906,0.159657992916,0.162300011811,0.164834019608,0.167263026932,0.169589741993,0.171816610165,0.173945847526,0.175979469458,0.177919315160,0.179767068768,0.181524277625,0.183192368172,0.184772659813,0.186266377068,0.187674660254,0.188998574915,0.190239120168,0.191397236117,0.192473810447,0.193469684320,0.194385657644,0.195222493812,0.195980923947,0.196661650746,0.197265351937,0.197792683409,0.198244282055,0.198620768340,0.198922748651,0.199150817419,0.199305559064,0.199387549768,0.199397359092,0.199335551451,0.199202687471,0.198999325227,0.198726021375,0.198383332192,0.197971814529,0.197492026684,0.196944529201,0.196329885602,0.195648663063,0.194901433022,0.194088771748,0.193211260851,0.192269487750,0.191264046103,0.190195536194,0.189064565284,0.187871747935,0.186617706288,0.185303070332,0.183928478126,0.182494576008,0.181002018777,0.179451469845,0.177843601383,0.176179094429,0.174458638990,0.172682934121,0.170852687989,0.168968617917,0.167031450416,0.165041921207,0.163000775218,0.160908766578,0.158766658593,0.156575223715,0.154335243497,0.152047508533,0.149712818399,0.147331981570,0.144905815343,0.142435145737,0.139920807392,0.137363643462,0.134764505492,0.132124253296,0.129443754822,0.126723886013,0.123965530659,0.121169580247,0.118336933800,0.115468497714,0.112565185585,0.109627918037,0.106657622539,0.103655233218,0.100621690674,0.097557941778,0.094464939476,0.091343642587,0.088195015593,0.085020028427,0.081819656262,0.078594879287,0.075346682489,0.072076055425,0.068783991998,0.065471490219,0.062139551982,0.058789182818,0.055421391662,0.052037190612,0.048637594680,0.045223621551,0.041796291334,0.038356626310,0.034905650685,0.031444390332,0.027973872539,0.024495125755,0.021009179328,0.017517063249,0.014019807892,0.010518443757,0.007014001202,0.003507510184
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.053197033801,-0.062917058935,-0.071301153995,-0.078771014497,-0.085560907284,-0.091816700603,-0.097636344303,-0.103089252673,-0.108226647871,-0.113087536612,-0.117702381346,-0.122095467485,-0.126286491459,-0.130291661680,-0.134124483356,-0.137796331411,-0.141316877454,-0.144694413778,-0.147936103162,-0.151048174241,-0.154036076234,-0.156904602906,-0.159657992916,-0.162300011811,-0.164834019608,-0.167263026932,-0.169589741993,-0.171816610165,-0.173945847526,-0.175979469458,-0.177919315160,-0.179767068768,-0.181524277625,-0.183192368172,-0.184772659813,-0.186266377068,-0.187674660254,-0.188998574915,-0.190239120168,-0.191397236117,-0.192473810447,-0.193469684320,-0.194385657645,-0.195222493812,-0.195980923947,-0.196661650746,-0.197265351937,-0.197792683409,-0.198244282055,-0.198620768340,-0.198922748651,-0.199150817419,-0.199305559064,-0.199387549768,-0.199397359092,-0.199335551451,-0.199202687471,-0.198999325227,-0.198726021375,-0.198383332192,-0.197971814529,-0.197492026684,-0.196944529201,-0.196329885602,-0.195648663063,-0.194901433022,-0.194088771748,-0.193211260851,-0.192269487750,-0.191264046103,-0.190195536194,-0.189064565284,-0.187871747935,-0.186617706288,-0.185303070332,-0.183928478126,-0.182494576008,-0.181002018777,-0.179451469846,-0.177843601383,-0.176179094429,-0.174458638990,-0.172682934121,-0.170852687989,-0.168968617917,-0.167031450416,-0.165041921207,-0.163000775218,-0.160908766578,-0.158766658593,-0.156575223715,-0.154335243497,-0.152047508533,-0.149712818399,-0.147331981570,-0.144905815343,-0.142435145737,-0.139920807392,-0.137363643462,-0.134764505492,-0.132124253296,-0.129443754822,-0.126723886013,-0.123965530659,-0.121169580247,-0.118336933800,-0.115468497714,-0.112565185585,-0.109627918037,-0.106657622539,-0.103655233218,-0.100621690674,-0.097557941778,-0.094464939476,-0.091343642587,-0.088195015593,-0.085020028427,-0.081819656262,-0.078594879287,-0.075346682489,-0.072076055425,-0.068783991998,-0.065471490219,-0.062139551982,-0.058789182818,-0.055421391662,-0.052037190612,-0.048637594680,-0.045223621551,-0.041796291334,-0.038356626310,-0.034905650685,-0.031444390332,-0.027973872539,-0.024495125755,-0.021009179328,-0.017517063249,-0.014019807892,-0.010518443757,-0.007014001202,-0.003507510184
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.499929777577
