A_re,0.656451750291,0.724413921432,0.745429445883,0.724461284726,0.665803084533,0.574203224109,0.455192710402,0.315098196375,0.160899486629
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.656451750291,-0.724413921432,-0.745429445883,-0.724461284726,-0.665803084533,-0.574203224109,-0.455192710402,-0.315098196375,-0.160899486629
M,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.488775452679
